,text,Trump,Biden,West,HOF
1178,Um thst say fbi wray knowingly lie NEWLINE NEWLINE Photos Man California Allegedly Found Thousands Unopened Ballots Garbage Dumpster Workers Quickly Try Cover Up NEWLINE NEWLINE Trump MAGA DonaldJTrumpJr NEWLINE NEWLINE,Favor,Neither,Neither,Non-Hateful
1179,register NEWLINE be SURE NEWLINE doesn t hurt check call county registrar NEWLINE VOTE EARLY allow NEWLINE DO MAIL IT TAKE DROP BOX registrar tell need go local vote place NEWLINE VoteBlueToSaveAmerica NEWLINE BIDENHARRIS,Neither,Favor,Neither,Non-Hateful
1180,Biden ask two break minute debate Really really need two break short time maybe Leader Free World place you Try Kindergarten debate PresidentialDebate Trump,Favor,Against,Neither,Non-Hateful
1181,Wasnt great Kamala Harris felt need reiterate way would Joe Biden ban fracking,Neither,Mixed,Neither,Non-Hateful
1182,MAGA REMEMBER VOTE NOVEMBER COUNTRY NEEDS YOU,Favor,Neither,Neither,Non-Hateful
1183,Donald J Trump Federally replace Columbus Day Indigenous Peoples Day Sign Petition,Neutral mentions,Neither,Neither,Non-Hateful
1184,sleezysneezy dbongino Look everyone crybaby troll Trump,Favor,Neither,Neither,Non-Hateful
1185,Kushner Says Trump Policies Work Black People Want Successful,Neutral mentions,Neither,Neither,Non-Hateful
1186,Change inevitable Embrace fear it NEWLINE WinTheDay NewEra Vision,Neither,Neither,Neither,Non-Hateful
1187,What Wow joe Biden Kamala Harris JoeBiden KamalaHarris deaf punkrock,Neither,Neutral mentions,Neither,Non-Hateful
1188,Wow sad Country everyone affect virus May God watch election May best team job believe Joe Biden Kamala Harris team get relief country leadership Keep positive Its ovr yet,Neither,Favor,Neither,Non-Hateful
1189,Yes Ma be will trust Joe Biden Kamala Harris work People PEOPLE America shin light World NEWLINE Keep elect Democrats rest fall place,Neither,Favor,Neither,Non-Hateful
1190,Breaking good stuff celebrate election President elect Joe Biden Vice President elect Kamala Harris celebrate,Neither,Favor,Neither,Non-Hateful
1191,Protecting free speech country promote hate minority two different things Macron President almost country s population Muslims NEWLINE NEWLINE FranceShameOnYou,Neither,Neither,Neither,Non-Hateful
1192,VoteBidenHarrisToSaveAmerica VoteBlue NEWLINE After tumultuous month news Biden maintain national lead Trump,Neutral mentions,Favor,Neither,Non-Hateful
1193,LeadersMaster realDonaldTrump trump create COVID COVID come Trump Trump lab create virus in Its fault must Chinese must China China want Biden win China dominate world China create virus China spread virus maga Trump,Favor,Neutral mentions,Neither,Non-Hateful
1194,Looks like fake leave wing globalists trump biden see commonality lie hatred news outlets,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1195,believe choose law order racial justice America NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1196,Goodnight President Joe Biden NEWLINE Goodnight VicePresident Kamala Harris NEWLINE NEWLINE When work together NEWLINE Change Happens NEWLINE NEWLINE NEWLINE NEWLINE Thank BarackObama,Neither,Favor,Neither,Non-Hateful
1197,wikileaks StellaMoris Julian Assange would national hero MSM document Trump Hillary Obama regime go leave destroy VOTE TRUMP MAGA,Favor,Neither,Neither,Non-Hateful
1198,kylegriffin WoodwardWoodw do think hes admit possibility UGE defeat rally er ah press brief total show Talk low energy trump back up goons ready gaslighting lie him Biden,Against,Favor,Neither,Hateful
1199,release commander chief remix bass female rapper trump supporters drive next blast watch blood pressure go ddlovato,Neutral mentions,Neither,Neither,Non-Hateful
1200,WATCH Karen Pences full speech Republican National Convention,Favor,Neither,Neither,Non-Hateful
1201,marklevinshow NEWLINE NEWLINE Tara Reade invite speak Minutes Australia NEWLINE NEWLINE Why America media REFUSE cover story NEWLINE NEWLINE Biden NEWLINE election,Neither,Against,Neither,Non-Hateful
1202,Trump s tax avoidance full display disgrace Trump use UnitedStates crawl way hole debt VoteBlue NEWLINE NEWLINE President Trump pay federal income tax past years accord New York Times report,Against,Favor,Neither,Non-Hateful
1203,realDonaldTrump STOP TALKING ENOUGH tantrums last night last straw political nervous breakdown WhiteHouse BidenHarris,Against,Favor,Neither,Non-Hateful
1204,RBReich Hey Joe Biden Hunter Biden corruption Kamala Harris call Joe Biden rapist January call hold accountable guess support rapists corruption see Robert,Neither,Against,Neither,Non-Hateful
1205,Cmon PENNSYLVANIA get this VoteJoeBiden VoteBlue BidenHarris VoteTrumpOut Trumpkilled Americans Trumpisriggingelection NEWLINE VotetosavethesoulofAmerica JoeBiden KamalaHarris PADems pacollegedems youngdems,Against,Favor,Neither,Non-Hateful
1206,BlueJayBird PonyGirl MrAndyNgo MORON CASE FORGOT TRUMP PRESIDENT,Favor,Neither,Neither,Hateful
1207,American people probably Vote guy tell White Supremacists Stand By NEWLINE VoteBlue NEWLINE KamalaHarrisVP,Neither,Favor,Neither,Non-Hateful
1208,sendavidperdue disgust disrespectful individual mock Senator Kamala Harris name NEWLINE NEWLINE When Joe Biden win Kamala Harris become Vice President United States guess easier say Vice President Harris NEWLINE NEWLINE Vote Jon Ossoff ossoff,Neither,Favor,Neither,Hateful
1209,NEW We ve obtain list top donors Wall St support Biden s run president Big donations go pro Biden PACs give big NEWLINE Donald Sussman NEWLINE James Simons NEWLINE Henry Laufer NEWLINE Michael Moritz NEWLINE Josh Bekenstein Bain Capital NEWLINE,Neither,Neutral mentions,Neither,Non-Hateful
1210,swear idiots actually vote dude Biden office yall dumber think Trump,Favor,Against,Neither,Hateful
1211,Yascha Mounk Susan Hennessey Thanks Trump voters NEWLINE NEWLINE and Fox News NEWLINE NEWLINE BidenHarris,Neutral mentions,Favor,Neither,Non-Hateful
1212,realDonaldTrump amaze cure Trump keep talk Regenerons monoclonal antibody cocktail make possible human embryonic stem cell fetal tissue research pro life Republicans adamantly against irony hypocrisy astound,Against,Neither,Neither,Non-Hateful
1213,Kneejerk Politics Polls AM TheAnswer Hahaha Millions Biden s family Russia China Ukraine Hohoho Integrity honesty hahhahahahahah joke BidenHarris trump,Favor,Against,Neither,Non-Hateful
1214,DavidANicholas realDonaldTrump Fact Obama inherit one worst economies gop greed Fact realDonaldTrump inherit one best turn arounds thank BarackObama JoeBiden one longest streak economic gain Fact Trump crash success DumpTrump BidenHarris,Against,Favor,Neither,Non-Hateful
1215,LOL Trump commercial say Joe Kamala FrackingLiars,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1216,JoeBiden Top Republicans Urge FBI DOJ Investigate Hunter Bidens Million Moscow Payday trump realDonaldTrump joe biden lie,Favor,Against,Neither,Non-Hateful
1217,America want children grandchildren country have you NEWLINE VoteRed NEWLINE september ndrg NEWLINE voteNovember rd NEWLINE StopDestoryingAmerica NEWLINE democratsaremarxists Trump NEWLINE NEWLINE,Favor,Neither,Neither,Non-Hateful
1218,mariecountryman KittyBhagat Jankowski EclecticRadical k owen lilith u VictorK Dennis Lintz Patrick irisstylosa celtjules stevewhiteraven ThatSocialist LPeckerman way get information Trump reverse say vaccine October mean vaccine October Coronavirus disappear mean disappear Pence win Pence lose Kamala monster mean lovely on,Against,Neutral mentions,Neither,Non-Hateful
1219,washingtonpost Killary Clinton nickname Killary without reason Keep bash realDonaldTrump push base love even more NEWLINE NEWLINE Those love country love great president MAGA Trump NowMoreThanEver,Favor,Neither,Neither,Hateful
1220,think Trump need disclose owe million debt election guess Russian bank ie Putin Its grave matter National Security disqualify even run know answer realDonaldTrump,Against,Neither,Neither,Non-Hateful
1221,Happy IndigenousPeoplesDay NEWLINE NEWLINE TrumpsAmerica NEWLINE VoteBlueDownBallot NEWLINE NEWLINE,Against,Favor,Neither,Non-Hateful
1222,davidaxelrod realDonaldTrump Trump bad be proverbial ice cake insofar drag Party down GOP death spiral couple decades pursue short term gain ignore long term evolution socio political landscape,Against,Neither,Neither,Non-Hateful
1223,JoyfullySunTzu STERIODS play havoc Trump s mind BidenHarris,Against,Favor,Neither,Non-Hateful
1224,Debates Biden drool fall asleep CNN MSNBC declare masterful debater winner SenileJoe SleepyJoe TaxingJoe Trump clear choice prove economy builder Obama Biden worst economy ever worst recovery ever High tax job,Neither,Against,Neither,Hateful
1225,SenAmyKlobuchar Wow Thank you bowdown well say well say vote VoteHimOut Biden JoeBiden elections Election TrumpIsALaughingStock TrumpLiedPeopleDied DictatorTrump TrumpLiedAmericansDied covid coronavirus PLEASE RETWEET,Against,Favor,Neither,Non-Hateful
1226,Kamala flabbergast time this listen here Jack Joe Biden say step box plane do take jack off cant kill guy unless theyre tie chair,Neither,Against,Neither,Hateful
1227,Acosta Doesnt matter Youre either vote Trump him youre undecided point stay home,Mixed,Neither,Neither,Non-Hateful
1228,MatthewJshow realDonaldTrump Dr Fauci wild card ok nutter WhiteHouse idea hes talk about try whole bleach light backside cure bet didnt work well Trumps treatment apparently do Trump totally insane,Against,Neither,Neither,Non-Hateful
1229,Irishman GOP GOP vicious doesnt play fare dont think congratulate Joe Biden Kamala Harris,Against,Neutral mentions,Neither,Non-Hateful
1230,MAGA VP crazy tweet,Against,Neither,Neither,Non-Hateful
1231,hours straight that s longest time I ve without blue palm Blame Joe Biden Kamala Harris sweet victory th blue side,Neither,Favor,Neither,Non-Hateful
1232,DryGulchMerch realDonaldTrump Probably replace him theyre also gonna use replace Biden well think arent get another thing come,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1233,Lex Luger I ll Hero Remastered,Favor,Neutral mentions,Neither,Non-Hateful
1234,JenniferJJacobs SalehaMohsin Gawd Damn photo op campaign ad NEWLINE Every time think cannot hate anymore something like this NEWLINE NEWLINE TrumpVirusDeathToll K NEWLINE RealityShowPresident NEWLINE Biden,Against,Favor,Neither,Non-Hateful
1235,FrancisBrennan DonTheCon train go rail NEWLINE BidenHarris NEWLINE TrumpIsAMassMurderer,Against,Favor,Neither,Hateful
1236,Dr Li Meng Yan explain believe Covid man make virus NEWLINE NEWLINE I evidence show it do it NEWLINE NEWLINE MAGA Trump Trump DonaldTrump WakeUp Tucker TuckerCarlson,Favor,Neither,Neither,Non-Hateful
1237,realDonaldTrump tax increase majority Americans NEWLINE Let Wealthy finally pay fair share sick GOP give privilege cut cut work trade lose tax deductions NEWLINE BidenHarris NEWLINE MichiganUnionStrong,Against,Favor,Neither,Non-Hateful
1238,President realDonaldTrump leave recover Walter Reed Hospital receive medical treatment COVID last days different media report poor health verge death lie again MAGA MAGA TRUMP ToSaveAmerica,Favor,Neither,Neither,Non-Hateful
1239,kyle frost Tracy Creates JoeBiden know worship satan pedophiles come dark rock make easier us identify Thanks Biden Trump,Favor,Against,Neither,Hateful
1240,ball jump barrel hard B Aiden Harris scorch single thru right side WWBAWorlds,Neither,Neither,Neither,Non-Hateful
1241,kamala joe HKrassenstein ByronYork Lots people rational thinkers unlike irrational thinkers like yourself NEWLINE Also here s Russia collusion buddy NEWLINE,Neither,Neither,Neither,Non-Hateful
1242,JoeBiden need President believe AMERICA Trump MAGA,Favor,Against,Neither,Non-Hateful
1243,FactCheck close contact President Donald J Trump debate Joe Biden self quarantine November MAGA MAGA MAGAStrong Trump TrumpPence Trump LandslideVictory Trump NowMoreThanEver PromisesMadePromisesKept,Favor,Neutral mentions,Neither,Non-Hateful
1244,RutherfordRocks CJ isnowblue Voodoo science NEWLINE NEWLINE TrumpIsARacist TrumpCovid MelaniaHatesChristmas BidenHarris,Against,Favor,Neither,Non-Hateful
1245,carloslcurbelo realDonaldTrump Waaaaaay It BlueWave BidenHarris FlipTheSenateBlue Votedebbiemucarselpowell,Neutral mentions,Favor,Neither,Non-Hateful
1246,Chinese Russians pocket anti Israel lobby no border interest entertainment industry public sector unions greedy green interest useless career politicians like Joe Biden NEWLINE NEWLINE Don t Let This Happen NEWLINE NEWLINE MAGA,Neither,Against,Neither,Non-Hateful
1247,important ever BidenHarris VOTE,Neither,Favor,Neither,Non-Hateful
1248,JoJoFromJerz Great Joe Biden go President Kamala st woman VP woman color get park ticket dismiss great day America,Neither,Favor,Neither,Non-Hateful
1249,BY One would think but be NEWLINE NEWLINE When Trump go also get rid cabinet,Against,Neither,Neither,Non-Hateful
1250,fox news sudden FakeNews care potus ya right MAGA,Favor,Neither,Neither,Non-Hateful
1251,Jillbiden KamalaHarris Ill watch Tennessee BidenHarris,Neither,Favor,Neither,Non-Hateful
1252,technological nuclear age world balance countries need leaders honest compassionate rely best opinions experts Unfortunately current President US meet standards Luckily Joe Biden do NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1253,mmpadellan Voted today person early vote rural Illinois VoteBlueToEndThisNightmare VoteBlue VoteHimOut,Against,Favor,Neither,Non-Hateful
1254,Florida North Carolina count early vote come in Trump can t win without two state maybe win Rust Belt state he s farther behind FL NC,Neutral mentions,Neither,Neither,Non-Hateful
1255,need know BidenHarris,Neither,Favor,Neither,Non-Hateful
1256,Biden test negative campaign say,Neither,Neutral mentions,Neither,Non-Hateful
1257,RudyGiuliani daughter seem brain family Maybe start listen instead slime ride Giuliani Daughter Caroline Giuliani Tells People Vote Joe Biden Kamala Harris Vanity Fair,Neither,Neutral mentions,Neither,Non-Hateful
1258,Steelworkers Union Trolls Trump Projects Biden Harris Logo Onto Trump Tower,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1259,MichaelSkolnik Virginia Hubby mail already go person trade absentee ballot person ballot next week NEWLINE NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1260,Kamala Harris Joe Biden Flip flop Fracking,Neither,Neutral mentions,Neither,Non-Hateful
1261,Mr President realDonaldTrump please release FBI director Wray position answer cover up lie take step clean FBI top people bury deep Please Fire Sir America Trump,Favor,Neither,Neither,Non-Hateful
1262,Top hashtags mention realDonaldTrump GMT NEWLINE FillTheSeat Trump SCOTUS MAGA LindseyMustGo RBG TrumpIsANationalDisgrace Trump LadyG TrumpIsALoser NEWLINE,Neutral mentions,Neither,Neither,Hateful
1263,BidenHarris win rest festivities day need DeportMelania DeportElaineChao,Neither,Favor,Neither,Non-Hateful
1264,great trump BRAGGING CULT GATHERING MANY DOCTORS VIRUS THE BEST DOCTORS WORLD GOP SENATE RUSHING SUPREME COURT NOMINEE GET RID CITIZENS HEALTH CARE ACA NEWLINE FUCKING HYPOCRISY,Against,Neither,Neither,Hateful
1265,TrumpTheEstablishment God Bless America God Bless President Donald J Trump MAGA Trump,Favor,Neither,Neither,Non-Hateful
1266,LannyDavis Haha Fuck you Hawaii turn Red MAGA,Favor,Neither,Neither,Hateful
1267,know need hear this but poll number vote NEWLINE NEWLINE We need work harder days work past years NEWLINE NEWLINE Pass nhpolitics Democracy BidenHarris Debates,Neither,Favor,Neither,Non-Hateful
1268,Jim Jordan part swamp BidenHarris,Neither,Favor,Neither,Non-Hateful
1269,biggest takeaway trump provide last night maybe undecided voters decide want watch another debate like that NEWLINE NEWLINE Which bolster JoeBiden position NEWLINE NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1270,Biden s immediate response question whether attend rest debate YES right away team know VoteBlue BidenHarris,Neither,Favor,Neither,Non-Hateful
1271,MaddowBlog idiots WH include Pence head so call task force realize help economy get less people feel comfortable people feel comfortable go out buy things dangerous also,Against,Neither,Neither,Hateful
1272,TW violence rape NEWLINE NEWLINE Action items NEWLINE NEWLINE Sign petition address Missing Murdered Indigenous Women NEWLINE,Neither,Neither,Neither,Non-Hateful
1273,one reason VOTE BidenHarris NEWLINE for JacobBlake Blake,Neither,Favor,Neither,Non-Hateful
1274,ths dnt nothing Gods but NEWLINE NEWLINE what mean tht realDonaldTrump obviously healthy enough lead country neither staff capable protect him NEWLINE NEWLINE Biden,Against,Favor,Neither,Non-Hateful
1275,lose debate DonaldDuck cannot MAGA realDonaldTrump VoteBlue,Against,Favor,Neither,Non-Hateful
1276,Rights violation Intimidation poll Arrest all Biden,Neither,Favor,Neither,Non-Hateful
1277,I m serious Trump try Hague,Against,Neither,Neither,Non-Hateful
1278,ImVotingFor people fight right vote BidenHarris,Neither,Favor,Neither,Non-Hateful
1279,go wish congratulatory NEWLINE To Joe Biden Kamala Hariss NEWLINE,Neither,Favor,Neither,Non-Hateful
1280,realDonaldTrump America Democrats Independents many Republicans want office NEWLINE We know best person nation Joe Biden stand together Joe Kamala Harris fact Joe win NEWLINE We let another Hillary loss happen vote out,Against,Favor,Neither,Non-Hateful
1281,Hey FlaDems need connections Apopka Orlando need rise hear I corridor BidenHarris BidenHarrisToSaveAmerica,Neither,Favor,Neither,Non-Hateful
1282,YAFBiden morning College Gameday show outside white male Southern Ole Miss fan BidenHarris,Neither,Favor,Neither,Non-Hateful
1283,sleepy Joe actually beat Twitter President NEWLINE NEWLINE President Trump NEWLINE Kamala NEWLINE USElection,Against,Against,Neither,Hateful
1284,clear vote WFP line STILL COUNT Joe Biden Kamala Harris its also vote support progressive policies country badly need,Neither,Favor,Neither,Non-Hateful
1285,DrEricDing resplendicity Nothing look good VP partition remind America epic failure manage COVID crisis move forward debate get eviscerate woman smarter kinder better every way NEWLINE NEWLINE VPDebate BidenHarris,Against,Favor,Neither,Non-Hateful
1286,Democrats need turn KamalaHarris loose AmyConeyBarrett NEWLINE I hope televise Fun watch NEWLINE NEWLINE,Neither,Neutral mentions,Neither,Non-Hateful
1287,pond kat dont believe Trump care minorities actually anyone immediate family Joe work along side Obama Plus like Kamala Harris believe everything ever say wouldnt vote period,Against,Favor,Neither,Non-Hateful
1288,final FU Americans Patriot ByeDon BidenHarris,Against,Favor,Neither,Hateful
1289,Cheaters fake NEWLINE Joe Biden Kamala Harris Got Big Social Media Boost Indian Troll Farms,Neither,Neutral mentions,Neither,Non-Hateful
1290,anyone else MAGA community think bite beta move Trump rely male doctor care instead let immune system handle it Trump,Favor,Neither,Neither,Non-Hateful
1291,Come Texas BLUE Dem Voters let make Election history hand victory Joe Biden Kamala Harris NEWLINE Its win,Neither,Favor,Neither,Non-Hateful
1292,JLOgottheGLOW Yeah Fox News become like CNN VoteRedToSaveAmerica Trump Trump LandSlideVictory BESTPRESIDENTEVER,Favor,Neither,Neither,Non-Hateful
1293,DiamondandSilk Done do Cant wait vote re elect best President America ever have realDonaldTrump Trump MAGA KAG VoteRed WalkAwayFromDemocratsForever,Favor,Against,Neither,Non-Hateful
1294,absolutely amaze see leave fall apart twitter right now can t wait November rd NEWLINE Trump,Favor,Neither,Neither,Non-Hateful
1295,DennisMoller samike Twitter Conglomerate NEWLINE Will follow rule free speech unless make sure Trump,Favor,Neither,Neither,Non-Hateful
1296,Sunny sunnyhostin TheView IamNOTaPROP trump earn vote trump boat trump maga trumptrain boatparade blackvoicesfortrump blacksfortrump walkaway abc sunny donaldjtrumpjr blackvote blackvoice vernonjones realdobaldtrump kag,Favor,Neither,Neither,Non-Hateful
1297,realDonaldTrump MAGA NEWLINE Trump NEWLINE realDonaldTrump Regards president,Favor,Neither,Neither,Non-Hateful
1298,KamalaHarris BidenHarris realDonaldTrump Congress years ago healthcare rise X rate inflation HMO s form take extra top add cost rich poor alike HMO s cripple bureaucracy ObamaCare bureaucracy,Neutral mentions,Mixed,Neither,Non-Hateful
1299,HRC say Dems will use every single possible maneuver available block Trump s SCOTUS nominee classic case of Look HERE look there crimes humanity reveal NEWLINE MAGA NEWLINE DineshDSouza,Favor,Neither,Neither,Non-Hateful
1300,RonBrownstein gtconway d jmartNYT Last day register Arizona TODAY Oct th Get do AZ VoteBlue,Neither,Favor,Neither,Non-Hateful
1301,JoeBiden Hey Biden tell people supporter terrorist regime Iran Tell soon see many people clap you NEWLINE RestartLeader NEWLINE trump,Favor,Against,Neither,Non-Hateful
1302,johncusack If thing true justice world rancid carcass would somewhere around Easter Island right now belly hammerhead shark NEWLINE you know say it John Gonzo BidenHarris,Neither,Favor,Neither,Non-Hateful
1303,En Fuego Best president lifetime,Neither,Neither,Neither,Non-Hateful
1304,much u love Trump DonaldTrump take look vintage vid RealAmerican,Favor,Neither,Neither,Non-Hateful
1305,Claudiababyg know plenty people degrees dumber dirt common sense dont college education work hard lead retire s debt free bottom dweller Dont broad stroke everyone please Its unbecoming BidenHarris,Neither,Favor,Neither,Non-Hateful
1306,Think know BlackLivesMatter NEWLINE You know JACK watch this Real Chicagoans tell truth,Favor,Neither,Neither,Non-Hateful
1307,Squill whisper quentinking God bless man Trump,Favor,Neither,Neither,Non-Hateful
1308,Pence test today,Neutral mentions,Neither,Neither,Non-Hateful
1309,rejoyce eva MASportsCentral PGar LisaMarieBoothe Biden Joking Joe Gaffe machine never show leadership yrs pick tap Obama friend Kamala st choice President Progressives know Kamala go far leave tell real leaders behind scene divisive Resistance MSM fail us,Neither,Against,Neither,Hateful
1310,wifes birthday Nov th imagine shitty BD Please help give best gift life year vote DNC would like take credit surprise BlueWave vote spare help BidenHarris VOTE,Neither,Favor,Neither,Non-Hateful
1311,johntslom Happy Birthday John NEWLINE NEWLINE Biden,Neither,Favor,Neither,Non-Hateful
1312,Dad need vote Joe Biden Kamala Harris need continue believe father good man honor integrity recognize importance right versus wrong Melissa Greenhawt via denverpost,Neither,Neutral mentions,Neither,Non-Hateful
1313,APaolicelli USWNT Whoot Whoot NYC ROCKING TRUMP Trump,Favor,Neither,Neither,Non-Hateful
1314,Trump vaccine obsess weve get therapeutic might actually work k dose,Against,Neither,Neither,Non-Hateful
1315,trump realreal tedcruz Biden isnt control Kamala say herself harris administration joe biden Biden even call harris biden administration,Neither,Against,Neither,Non-Hateful
1316,gtconway d impeach bogus reason you turn law license this you worthy one NEWLINE NEWLINE ThankGodTrumpIsPresident NEWLINE NEWLINE ConfirmAmyNow NEWLINE NEWLINE Trump MAGA Landslide,Favor,Neither,Neither,Non-Hateful
1317,Yay Lets get Joementum rev up VOTE JOE BIDEN Biden VoteTrumpOut BidenHarris,Against,Favor,Neither,Non-Hateful
1318,Joe Biden Kamala officially power eye them hope realize country deeply divide take months Americans gain trust new administration new begin fuck up,Neither,Mixed,Neither,Non-Hateful
1319,feel like year America get pregnant NEWLINE NEWLINE For months liberals use poison desperately try abort fetus conservatism NEWLINE NEWLINE But conservatism survive go reborn like never before Trump,Favor,Neither,Neither,Non-Hateful
1320,Trump EARS,Neutral mentions,Neither,Neither,Non-Hateful
1321,Newsweek The people hire kid mafia dictators Donald Trump Biden Make billboard happen,Against,Favor,Neither,Non-Hateful
1322,Absolutely Barr Durham drag feet want influence election withhold information influence election people right information make inform decision Justice adopt Biden rule,Neither,Neutral mentions,Neither,Non-Hateful
1323,lt agreements White work class voter HS degree I m proud supporter Joe Biden Kamala Harris believe deserve better,Neither,Favor,Neither,Non-Hateful
1324,America show leave lose mind Every one sick morons video vote JoeBiden Put dang clothe on MAGA Trump,Favor,Against,Neither,Hateful
1325,supporter Joe Biden Kamala Harris follow back let know huge pain screen new followers ole fashion way NEWLINE NEWLINE If MAGA even bother NEWLINE NEWLINE I deal well crazy fuck dumbass cultists,Neither,Favor,Neither,Hateful
1326,PEOPLE TYRANNY PEOPLE WIN GLOBAL TYRANNY NEWLINE NEWLINE realDonaldTrump WhiteHouse AMERICA NEVER DIE NEWLINE GOD BLESS AMERICA AMERICANS PEOPLE READY BEER NOVEMBER th NEWLINE Trump KAG,Favor,Neither,Neither,Non-Hateful
1327,MSignorile Optically also reek desperation certainly appear step party trust lead poll beat Trump outright also can t make the people pick court nominee argument deny right pick president,Neutral mentions,Neither,Neither,Non-Hateful
1328,ProjectLincoln kurtbardella best knowledge nothing cowardly Senator Graham disgruntle malcontents ashamed sell soul leave invitations lefts cocktail party NEWLINE NEWLINE Trump GrahamforSenate,Favor,Neither,Neither,Non-Hateful
1329,Sweeps Democrats lean leave completely leave want remove religious freedom wanna vote trump swear say damn,Neutral mentions,Against,Neither,Non-Hateful
1330,know realDonaldTrump people still vote Biden he s you NEWLINE NEWLINE BidenHarris,Against,Favor,Neither,Non-Hateful
1331,realDonaldTrump Three days Americans call Joe Biden President elect Kamala Harris Vice President elect NEWLINE NEWLINE BidenHarrisLandslide,Neutral mentions,Favor,Neither,Non-Hateful
1332,really surprise people think Joe Biden Kamala Harris would genuinely make world better place Truth worlds media convince orange man bad despite probably best president theyve long time,Favor,Against,Neither,Non-Hateful
1333,kayleighmcenany JoeBiden Jealous mad NEWLINE that BIDEN WINNING,Neither,Favor,Neither,Non-Hateful
1334,OfficialJLD I m volunteer re elect President Donald J Trump Trump,Favor,Neither,Neither,Non-Hateful
1335,Lady Gaga Joe Biden Kamala Harris win,Neither,Neutral mentions,Neither,Non-Hateful
1336,man identify James Dale Reed detail graphic threats Biden Harris handwritten letter leave doorstep resident Frederick Maryland,Neutral mentions,Neutral mentions,Neither,Non-Hateful
1337,COMMUNIST B TARDS CENSORING EVERYONE NEWLINE NEWLINE Twitter Facebook CEOs Say Evidence Russian Disinformation Biden Emails,Neither,Neutral mentions,Neither,Hateful
1338,realDonaldTrump Give up fat boy cant cut mustard BidenHarris,Against,Favor,Neither,Hateful
1339,Warmest congratulations former neighbour Joe Biden Kamala Harris Exciting see spontaneous delight demo across US return decency honesty WH m vote Pres Trump Republicans hang Senate hard work lie ahead,Neutral mentions,Favor,Neither,Non-Hateful
1340,AngelaBelcamino Adam Schiff password scarey eye NEWLINE Nancy Pelosi password vodka thirty NEWLINE Kamala Harris password kneepads NEWLINE Joe Biden password peepads NEWLINE Hunter Biden password inmate niner,Neither,Against,Neither,Non-Hateful
1341,LegallyAutumn Trump Still excite vote Trump vote Biden bonus NEWLINE NEWLINE DrainTheSwamp NEWLINE NoMatterWhat NEWLINE Trump NEWLINE TrumpJr NEWLINE Ivanka NEWLINE Eric NEWLINE Tiffany NEWLINE Barron NEWLINE MAGA NEWLINE KAG NEWLINE WalkAway NEWLINE JoeBlow NEWLINE CreepyJoeBiden NEWLINE BasementJoe NEWLINE RacistJoeBiden NEWLINE RapistJoeBiden,Favor,Against,Neither,Hateful
1342,Trump s Disregard Human Life Resulted K Deaths CDC Gui,Against,Neither,Neither,Hateful
1343,town hall forum fake accord Trump,Neutral mentions,Neither,Neither,Non-Hateful
1344,HuffPost would funny werent dangerous Amazing criminal administration lead fail fraud president BidenHarris,Against,Favor,Neither,Non-Hateful
1345,Even then McFaul must relax Trump corner rabid animal violent followers turn America keep power already across nation wait order History warn us complacency time Vote prepare,Against,Neither,Neither,Non-Hateful
1346,itsJeffTiedrich vote email lady NEWLINE NO REGRET NEWLINE NEWLINE BidenHarris,Neither,Favor,Neither,Non-Hateful
1347,BernieSanders vote Joe Biden Kamala Harris today NEWLINE NEWLINE I could proud help fix others break NEWLINE NEWLINE I vote in person year old son st time voter girlfriend That s vote BidenHarris Illinois NEWLINE NEWLINE VoteForJoe,Neither,Favor,Neither,Non-Hateful
1348,Biden literally lose it sad dangerous America vote Joe vote Communist Kamala AOC crew socialismsucks maga communistkamala TrumpLandslideVictory,Favor,Against,Neither,Non-Hateful
1349,realDonaldTrump Wow beautiful VoteReady Trump LatinosForTrump instagood,Favor,Neither,Neither,Non-Hateful
1350,Dog bite man LadyGraham hypocrite PackTheCourt BidenHarris FDT,Neither,Favor,Neither,Non-Hateful
1351,JoeBiden denounce TheProudBoys doesnt even mention AntifaTerrorists NEWLINE Trump,Favor,Mixed,Neither,Non-Hateful
1352,TrumpIsALaughingStock hes president United States American NEWLINE Your young stupid know better NEWLINE I hope way Trump loose go live though months Joe prez youll finish Kamala Yuk,Mixed,Mixed,Neither,Non-Hateful
1353,EXCITED DEBATE NEWLINE WHO S ME READY NEWLINE MAGA Trump LandslideVictory,Favor,Neither,Neither,Non-Hateful
1354,stevenportnoy additional structure Like maybe gag impeach liar failure narcissist BidenHarris NoMoreBullshit,Neither,Favor,Neither,Hateful
1355,Attacks free press mark authoritarian dictators NEWLINE NEWLINE I d prefer live land free NEWLINE VoteBlueToSaveAmerica NEWLINE NEWLINE Freedom America USA FreePress NEWLINE BidenHarris ReasonsWhy,Neither,Favor,Neither,Non-Hateful
1356,President s recent comment UAP UFO issue seem get attention government mainstream press time since Project Blue Book be,Neutral mentions,Neither,Neither,Non-Hateful
