raw_sentence,corpus_name,clean_sentence_training,tokenized,clean_sentence_EDA,label
@USER @USER @USER Holy <b>shit</b> get a lawyer false advertisement colon in not a football player he is a vag head,Abusive_Swearing,Holy shit get lawyer false advertisement colon football player vag head,Holy  shit  get lawyer false advertisement colon football player vag head ,Holy shit get lawyer false advertisement colon football player vag head,0
@USER @USER @USER Holy shit get a lawyer false advertisement colon in not a football player he is a <b>vag</b> head,Abusive_Swearing,Holy shit get lawyer false advertisement colon football player vag head,Holy shit get lawyer false advertisement colon football player  vag  head ,Holy shit get lawyer false advertisement colon football player vag head,1
@USER @USER Hunnid Stax my <b>shit</b>,Abusive_Swearing,Hunnid Stax shit,Hunnid Stax  shit  ,Hunnid Stax shit,0
"@USER They cite Jones being banned for violating Twitter's ToS. There are blue checkmarks spewing the same, if not worse, kind of <b>shit</b> If you are going to play the anyone can get banned"" card. Shouldn't these people also receive bans and suspension",Abusive_Swearing,They cite Jones banned violating Twitter 's ToS There blue checkmarks spewing worse kind shit If going play anyone get banned card Should n't people also receive ban suspension,"They cite Jones banned violating Twitter 's ToS . There blue checkmarks spewing , worse , kind  shit  If going play anyone get banned '' card . Should n't people also receive bans suspension ",They cite Jones banned violating Twitter 's ToS There blue checkmarks spewing worse kind shit If going play anyone get banned card Should n't people also receive ban suspension,0
Even IF the #SexualMisconduct IS by <b>gay</b> 45 yr old #GOP #Men - they'd call it youthful indescretion &amp; get a #Mulligan from #Hypocritical #Evangelicals &amp; MAGA *sshats. URL,Abusive_Swearing,Even IF SexualMisconduct IS gay 45 yr old GOP Men 'd call youthful indescretion amp get Mulligan Hypocritical Evangelicals amp MAGA sshats URL,Even IF # SexualMisconduct IS  gay  45 yr old # GOP # Men - 'd call youthful indescretion & amp ; get # Mulligan # Hypocritical # Evangelicals & amp ; MAGA * sshats . URL ,Even IF SexualMisconduct IS gay 45 yr old GOP Men 'd call youthful indescretion amp get Mulligan Hypocritical Evangelicals amp MAGA sshats URL,0
"@USER There is no such thing as an Antifa warrior"". They are all coward <b>bitches</b> Marcus Smart is tougher than that by far""",Abusive_Swearing,There thing Antifa warrior They coward bitch Marcus Smart tougher far,There thing Antifa warrior '' . They coward  bitches  Marcus Smart tougher far '' ,There thing Antifa warrior They coward bitch Marcus Smart tougher far,1
@USER @USER I am Canadian .. Live in the us and am ex 🇨🇦 special forces. I've handled everything from a bb gun to 155 mm howitzer (😁😁) and tow missles and anti tank weapons. the US (lack of) gun control is by far the <b>fucking</b> stupidest part of t,Abusive_Swearing,I Canadian Live u ex 🇨🇦 special force I 've handled everything bb gun 155 mm howitzer 😁😁 tow missles anti tank weapon US lack gun control far fucking stupidest part,I Canadian .. Live us ex 🇨🇦 special forces . I 've handled everything bb gun 155 mm howitzer ( 😁😁 ) tow missles anti tank weapons . US ( lack ) gun control far  fucking  stupidest part ,I Canadian Live u ex  special force I 've handled everything bb gun 155 mm howitzer  tow missles anti tank weapon US lack gun control far fucking stupidest part,1
@USER @USER We’ll we’ve been <b>fucked</b> by bama twice since we got here so we’re almost tru fans,Abusive_Swearing,We ’ ’ fucked bama twice since got ’ almost tru fan,We ’ ’  fucked  bama twice since got ’ almost tru fans ,We ’ ’ fucked bama twice since got ’ almost tru fan,0
@USER @USER <b>bitch</b> I wanna know,Abusive_Swearing,bitch I wan na know, bitch  I wan na know ,bitch I wan na know,1
@USER It's a testament to how <b>fucked</b> this world is...that she is free to spout all this bullshit and not be in jail or even being investigated for statutory rape.,Abusive_Swearing,It 's testament fucked world free spout bullshit jail even investigated statutory rape,It 's testament  fucked  world ... free spout bullshit jail even investigated statutory rape . ,It 's testament fucked world free spout bullshit jail even investigated statutory rape,0
@USER It's a testament to how fucked this world is...that she is free to spout all this <b>bullshit</b> and not be in jail or even being investigated for statutory rape.,Abusive_Swearing,It 's testament fucked world free spout bullshit jail even investigated statutory rape,It 's testament fucked world ... free spout  bullshit  jail even investigated statutory rape . ,It 's testament fucked world free spout bullshit jail even investigated statutory rape,1
@USER @USER @USER I’m really not on any side of this mess but all day people were siding with Cardi talking bout Nicki and do <b>shit</b> Jsjdhkdfhjfkfkhsjdhd MESSSSSSS!!,Abusive_Swearing,I ’ really side mess day people siding Cardi talking bout Nicki shit Jsjdhkdfhjfkfkhsjdhd MESSSSSSS,I ’ really side mess day people siding Cardi talking bout Nicki  shit  Jsjdhkdfhjfkfkhsjdhd MESSSSSSS ! ! ,I ’ really side mess day people siding Cardi talking bout Nicki shit Jsjdhkdfhjfkfkhsjdhd MESSSSSSS,0
@USER @USER They gone eat his high yellow <b>ass</b> 🤣,Abusive_Swearing,They gone eat high yellow as 🤣,They gone eat high yellow  ass  🤣 ,They gone eat high yellow as 🤣,0
"@USER @USER @USER You are full of <b>shit</b> Sweetie""""",Abusive_Swearing,You full shit Sweetie,You full  shit  Sweetie '' '' ,You full shit Sweetie,1
@USER @USER MEGUMI IM SORRY I ASKED TO SEE YOUR <b>tits</b>,Abusive_Swearing,MEGUMI IM SORRY I ASKED TO SEE YOUR tit,MEGUMI IM SORRY I ASKED TO SEE YOUR  tits  ,MEGUMI IM SORRY I ASKED TO SEE YOUR tit,1
@USER <b>pussy</b> and ass are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol,Abusive_Swearing,pussy as ✌🏾different time And I 've NEVER black life ever ate chittlerings lol, pussy  ass ✌🏾different times . And I 've NEVER black life ever ate chittlerings lol ,pussy as different time And I 've NEVER black life ever ate chittlerings lol,0
@USER pussy and <b>ass</b> are ✌🏾different times. And I've NEVER in my black life ever ate chittlerings lol,Abusive_Swearing,pussy as ✌🏾different time And I 've NEVER black life ever ate chittlerings lol,pussy  ass  ✌🏾different times . And I 've NEVER black life ever ate chittlerings lol ,pussy as different time And I 've NEVER black life ever ate chittlerings lol,0
@USER @USER Isnt the NRA that propaganda pushing corporate lobby group that cares about profits and only profits? No idea who the rest of these crackpots are. That guy looks like he has an AR15 stuck up his <b>ass</b>,Abusive_Swearing,Isnt NRA propaganda pushing corporate lobby group care profit profit No idea rest crackpot That guy look like AR15 stuck as,Isnt NRA propaganda pushing corporate lobby group cares profits profits ? No idea rest crackpots . That guy looks like AR15 stuck  ass  ,Isnt NRA propaganda pushing corporate lobby group care profit profit No idea rest crackpot That guy look like AR15 stuck as,0
@USER @USER <b>fuck</b> the Steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report,Abusive_Swearing,fuck Steelers bah mama ’ racist shyt ’ wan na pay dude call selfish wanted report, fuck  Steelers bah mama ’ racist shyt ’ wan na pay dude call selfish wanted report ,fuck Steelers bah mama ’ racist shyt ’ wan na pay dude call selfish wanted report,1
@USER Red Flags: She’s a “professor” at a liberal school and she’s “unable to have healthy relationships with men”. Translation: She’s an Antifa <b>dyke</b> out to stop a Conservative Judge and President Trump even if she has to lie.,Abusive_Swearing,Red Flags She ’ “ professor ” liberal school ’ “ unable healthy relationship men ” Translation She ’ Antifa dyke stop Conservative Judge President Trump even lie,Red Flags : She ’ “ professor ” liberal school ’ “ unable healthy relationships men ” . Translation : She ’ Antifa  dyke  stop Conservative Judge President Trump even lie . ,Red Flags She ’ “ professor ” liberal school ’ “ unable healthy relationship men ” Translation She ’ Antifa dyke stop Conservative Judge President Trump even lie,1
@USER This one is tough. It‘s too easy to hold a grudge but <b>fucking</b> hard to let go.,Abusive_Swearing,This one tough It ‘ easy hold grudge fucking hard let go,This one tough . It ‘ easy hold grudge  fucking  hard let go . ,This one tough It ‘ easy hold grudge fucking hard let go,0
@USER The vile creature is trying to portray herself as some fierce <b>bitch</b> at the same time she knows that's not what the gun control conversation is about. Paper tiger,Abusive_Swearing,The vile creature trying portray fierce bitch time know 's gun control conversation Paper tiger,The vile creature trying portray fierce  bitch  time knows 's gun control conversation . Paper tiger ,The vile creature trying portray fierce bitch time know 's gun control conversation Paper tiger,1
@USER @USER @USER @USER @USER A woman in my town honked at an <b>asshole</b> driver who cut her off. He followed her home and beat her with a crowbar.,Abusive_Swearing,A woman town honked asshole driver cut He followed home beat crowbar,A woman town honked  asshole  driver cut . He followed home beat crowbar . ,A woman town honked asshole driver cut He followed home beat crowbar,1
@USER is the only one worth slapping your <b>cock</b> on #cocktribute and cumming all over #cumtribute she is my CumSlave after all 😎,Abusive_Swearing,one worth slapping cock cocktribute cumming cumtribute CumSlave 😎,one worth slapping  cock  # cocktribute cumming # cumtribute CumSlave 😎 ,one worth slapping cock cocktribute cumming cumtribute CumSlave ,1
@USER I swear. I’m so glad my fat <b>ass</b> never drunk that shit I’m tryna be slim but not crackhead slim🙇🏾‍♀️,Abusive_Swearing,I swear I ’ glad fat as never drunk shit I ’ tryna slim crackhead slim🙇🏾‍♀️,I swear . I ’ glad fat  ass  never drunk shit I ’ tryna slim crackhead slim🙇🏾‍♀️ ,I swear I ’ glad fat as never drunk shit I ’ tryna slim crackhead slim‍,0
@USER I swear. I’m so glad my fat ass never drunk that <b>shit</b> I’m tryna be slim but not crackhead slim🙇🏾‍♀️,Abusive_Swearing,I swear I ’ glad fat as never drunk shit I ’ tryna slim crackhead slim🙇🏾‍♀️,I swear . I ’ glad fat ass never drunk  shit  I ’ tryna slim crackhead slim🙇🏾‍♀️ ,I swear I ’ glad fat as never drunk shit I ’ tryna slim crackhead slim‍,0
@USER So <b>fucking</b> What. It doesn’t matter if they found the Dead Sea scrolls or the Colonel’s secret recipe. This man should not be dead but he is so due to the ignorant negligence of someone else.,Abusive_Swearing,So fucking What It ’ matter found Dead Sea scroll Colonel ’ secret recipe This man dead due ignorant negligence someone else,So  fucking  What . It ’ matter found Dead Sea scrolls Colonel ’ secret recipe . This man dead due ignorant negligence someone else . ,So fucking What It ’ matter found Dead Sea scroll Colonel ’ secret recipe This man dead due ignorant negligence someone else,0
@USER <b>bitch</b> I TOOK FOUR YEARS TOO JDKDKDD,Abusive_Swearing,bitch I TOOK FOUR YEARS TOO JDKDKDD, bitch  I TOOK FOUR YEARS TOO JDKDKDD ,bitch I TOOK FOUR YEARS TOO JDKDKDD,0
@USER What kind of classes are you taking? You have <b>ass</b> homework? Is this an anatomy class?,Abusive_Swearing,What kind class taking You as homework Is anatomy class,What kind classes taking ? You  ass  homework ? Is anatomy class ? ,What kind class taking You as homework Is anatomy class,0
@USER Kerry is so full of <b>shit</b> he is undermining things and he knows it! The Iran debacle is his baby and he wants to keep it no matter what it costs!!!!!!!!,Abusive_Swearing,Kerry full shit undermining thing know The Iran debacle baby want keep matter cost,Kerry full  shit  undermining things knows ! The Iran debacle baby wants keep matter costs ! ! ! ! ! ! ! ! ,Kerry full shit undermining thing know The Iran debacle baby want keep matter cost,1
@USER @USER Y’all some <b>bitches</b> lol,Abusive_Swearing,Y ’ bitch lol,Y ’  bitches  lol ,Y ’ bitch lol,0
@USER Antifa needs a good ole boy <b>ass</b> beating...,Abusive_Swearing,Antifa need good ole boy as beating,Antifa needs good ole boy  ass  beating ... ,Antifa need good ole boy as beating,0
@USER @USER <b>shit</b> ode,Abusive_Swearing,shit ode, shit  ode ,shit ode,0
@USER @USER @USER 😂😂😂 He got our <b>asses</b> Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth! 🙈🙈,Abusive_Swearing,😂😂😂 He got ass Not even believing truth truth Lmao amp We Know Water damn wet cant even believe coming lying as mouth 🙈🙈,😂😂😂 He got  asses  Not even believing truth truth ! ! Lmao ! & amp ; We Know ! Water damn wet ... cant even believe coming lying ass mouth ! 🙈🙈 , He got ass Not even believing truth truth Lmao amp We Know Water damn wet cant even believe coming lying as mouth ,0
@USER @USER @USER 😂😂😂 He got our asses Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is <b>damn</b> wet...but cant even believe it coming out his lying ass mouth! 🙈🙈,Abusive_Swearing,😂😂😂 He got ass Not even believing truth truth Lmao amp We Know Water damn wet cant even believe coming lying as mouth 🙈🙈,😂😂😂 He got asses Not even believing truth truth ! ! Lmao ! & amp ; We Know ! Water  damn  wet ... cant even believe coming lying ass mouth ! 🙈🙈 , He got ass Not even believing truth truth Lmao amp We Know Water damn wet cant even believe coming lying as mouth ,0
@USER @USER @USER 😂😂😂 He got our asses Not even believing the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying <b>ass</b> mouth! 🙈🙈,Abusive_Swearing,😂😂😂 He got ass Not even believing truth truth Lmao amp We Know Water damn wet cant even believe coming lying as mouth 🙈🙈,😂😂😂 He got asses Not even believing truth truth ! ! Lmao ! & amp ; We Know ! Water damn wet ... cant even believe coming lying  ass  mouth ! 🙈🙈 , He got ass Not even believing truth truth Lmao amp We Know Water damn wet cant even believe coming lying as mouth ,1
@USER TEA. I WAS MAD WHEN I SAW THAT <b>shit</b>,Abusive_Swearing,TEA I WAS MAD WHEN I SAW THAT shit,TEA . I WAS MAD WHEN I SAW THAT  shit  ,TEA I WAS MAD WHEN I SAW THAT shit,1
So I’m at the store and a dude walked in wit a MAGA shirt on (smh ) dog I was mean muggin the <b>fuck</b> outta dude so much that he left his broad in the store.🤷🏽‍♂️😆😆😆,Abusive_Swearing,So I ’ store dude walked wit MAGA shirt smh dog I mean muggin fuck outta dude much left broad store.🤷🏽‍♂️😆😆😆,So I ’ store dude walked wit MAGA shirt ( smh ) dog I mean muggin  fuck  outta dude much left broad store.🤷🏽‍♂️😆😆😆 ,So I ’ store dude walked wit MAGA shirt smh dog I mean muggin fuck outta dude much left broad store.🤷‍,0
@USER @USER WTF??! SHE IS ONE.... I did say I hope trumps doc rots off but nobody noticed... oh yah I tagged him too... I better tone down the <b>dick</b> falling off. It will happen soon enough!!!!🤭🤔😂,Abusive_Swearing,WTF SHE IS ONE I say I hope trump doc rot nobody noticed oh yah I tagged I better tone dick falling It happen soon enough 🤭🤔😂,WTF ? ? ! SHE IS ONE .... I say I hope trumps doc rots nobody noticed ... oh yah I tagged ... I better tone  dick  falling . It happen soon enough ! ! ! ! 🤭🤔😂 ,WTF SHE IS ONE I say I hope trump doc rot nobody noticed oh yah I tagged I better tone dick falling It happen soon enough 🤭🤔,0
@USER What the <b>fuck</b> You don’t care about your friend? You are not a real friend then 🤦🏽‍♂️ he not losing anyone special then cuz you can’t even be a real friend and that’s sad,Abusive_Swearing,What fuck You ’ care friend You real friend 🤦🏽‍♂️ losing anyone special cuz ’ even real friend ’ sad,What  fuck  You ’ care friend ? You real friend 🤦🏽‍♂️ losing anyone special cuz ’ even real friend ’ sad ,What fuck You ’ care friend You real friend 🤦‍ losing anyone special cuz ’ even real friend ’ sad,0
@USER <b>bitch</b> i saw your whole ass tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it,Abusive_Swearing,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit, bitch  saw whole ass tweet wednesday bitches always talking shit back pedaling lmao admit ,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit,1
@USER bitch i saw your whole <b>ass</b> tweet from wednesday you bitches always talking shit then back pedaling lmao just admit it,Abusive_Swearing,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit,bitch saw whole  ass  tweet wednesday bitches always talking shit back pedaling lmao admit ,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit,1
@USER bitch i saw your whole ass tweet from wednesday you <b>bitches</b> always talking shit then back pedaling lmao just admit it,Abusive_Swearing,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit,bitch saw whole ass tweet wednesday  bitches  always talking shit back pedaling lmao admit ,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit,1
@USER bitch i saw your whole ass tweet from wednesday you bitches always talking <b>shit</b> then back pedaling lmao just admit it,Abusive_Swearing,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit,bitch saw whole ass tweet wednesday bitches always talking  shit  back pedaling lmao admit ,bitch saw whole as tweet wednesday bitch always talking shit back pedaling lmao admit,1
@USER that <b>shit</b> different frfr.,Abusive_Swearing,shit different frfr, shit  different frfr . ,shit different frfr,1
@USER @USER Action talks and <b>bullshit</b> walks,Abusive_Swearing,Action talk bullshit walk,Action talks  bullshit  walks ,Action talk bullshit walk,1
@USER haaaaaa cause it never happened so if ye gonna tweet <b>shit</b> make sure it’s fact kid 🙄,Abusive_Swearing,haaaaaa cause never happened ye gon na tweet shit make sure ’ fact kid 🙄,haaaaaa cause never happened ye gon na tweet  shit  make sure ’ fact kid 🙄 ,haaaaaa cause never happened ye gon na tweet shit make sure ’ fact kid ,1
@USER ...wondering what <b>shit</b> on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!,Abusive_Swearing,wondering shit east coast causing God send Florence punish A good guess would neo-faux Christian follower trump,... wondering  shit  east coast causing God send Florence punish ... ? A good guess would neo-faux Christian followers trump .. ! ,wondering shit east coast causing God send Florence punish A good guess would neo-faux Christian follower trump,0
@USER <b>damn</b> hope you find some bitch 😂 I bought some yesterday LMAOOOO,Abusive_Swearing,damn hope find bitch 😂 I bought yesterday LMAOOOO, damn  hope find bitch 😂 I bought yesterday LMAOOOO ,damn hope find bitch  I bought yesterday LMAOOOO,0
@USER damn hope you find some <b>bitch</b> 😂 I bought some yesterday LMAOOOO,Abusive_Swearing,damn hope find bitch 😂 I bought yesterday LMAOOOO,damn hope find  bitch  😂 I bought yesterday LMAOOOO ,damn hope find bitch  I bought yesterday LMAOOOO,0
@USER that's exactly what his <b>ass</b> gets lmaoo,Abusive_Swearing,'s exactly as get lmaoo,'s exactly  ass  gets lmaoo ,'s exactly as get lmaoo,0
@USER <b>fuck</b>,Abusive_Swearing,fuck, fuck  ,fuck,0
@USER <b>shit</b>,Abusive_Swearing,shit, shit  ,shit,0
@USER god <b>damn</b> you’re so fucking valid,Abusive_Swearing,god damn ’ fucking valid,god  damn  ’ fucking valid ,god damn ’ fucking valid,0
@USER god damn you’re so <b>fucking</b> valid,Abusive_Swearing,god damn ’ fucking valid,god damn ’  fucking  valid ,god damn ’ fucking valid,0
@USER <b>nigga</b> keep tryna play both sides lol,Abusive_Swearing,nigga keep tryna play side lol, nigga  keep tryna play sides lol ,nigga keep tryna play side lol,0
@USER Happy 1stbirthday to Savage(Songs from a Broken World)! This time lst yr it dropped in my door and <b>damn</b> did it do some shit 🎶 Little did we all know the ride it was going to take you and us as fans on. Thank you for this masterpiece! #garynu,Abusive_Swearing,Happy 1stbirthday Savage Songs Broken World This time lst yr dropped door damn shit 🎶 Little know ride going take u fan Thank masterpiece garynu,Happy 1stbirthday Savage ( Songs Broken World ) ! This time lst yr dropped door  damn  shit 🎶 Little know ride going take us fans . Thank masterpiece ! # garynu ,Happy 1stbirthday Savage Songs Broken World This time lst yr dropped door damn shit  Little know ride going take u fan Thank masterpiece garynu,0
@USER Happy 1stbirthday to Savage(Songs from a Broken World)! This time lst yr it dropped in my door and damn did it do some <b>shit</b> 🎶 Little did we all know the ride it was going to take you and us as fans on. Thank you for this masterpiece! #garynu,Abusive_Swearing,Happy 1stbirthday Savage Songs Broken World This time lst yr dropped door damn shit 🎶 Little know ride going take u fan Thank masterpiece garynu,Happy 1stbirthday Savage ( Songs Broken World ) ! This time lst yr dropped door damn  shit  🎶 Little know ride going take us fans . Thank masterpiece ! # garynu ,Happy 1stbirthday Savage Songs Broken World This time lst yr dropped door damn shit  Little know ride going take u fan Thank masterpiece garynu,0
@USER Smh <b>nigga</b> dat shit gone take us far u tweaked out🤦🏼‍♂️💯,Abusive_Swearing,Smh nigga dat shit gone take u far u tweaked out🤦🏼‍♂️💯,Smh  nigga  dat shit gone take us far u tweaked out🤦🏼‍♂️💯 ,Smh nigga dat shit gone take u far u tweaked out🤦‍,0
@USER Smh nigga dat <b>shit</b> gone take us far u tweaked out🤦🏼‍♂️💯,Abusive_Swearing,Smh nigga dat shit gone take u far u tweaked out🤦🏼‍♂️💯,Smh nigga dat  shit  gone take us far u tweaked out🤦🏼‍♂️💯 ,Smh nigga dat shit gone take u far u tweaked out🤦‍,0
@USER @USER TRUMP IS A <b>fucking</b> asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU,Abusive_Swearing,TRUMP IS A fucking asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT MY FRIENDS IN PR WERE HURT YOU ARE THE ONE THAT NEEDS TO GET EDUCATED I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY SO STFU,TRUMP IS A  fucking  asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT . MY FRIENDS IN PR WERE HURT . YOU ARE THE ONE THAT NEEDS TO GET EDUCATED . I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY . SO STFU ,TRUMP IS A fucking asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT MY FRIENDS IN PR WERE HURT YOU ARE THE ONE THAT NEEDS TO GET EDUCATED I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY SO STFU,1
@USER @USER TRUMP IS A fucking <b>asshole</b> AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU,Abusive_Swearing,TRUMP IS A fucking asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT MY FRIENDS IN PR WERE HURT YOU ARE THE ONE THAT NEEDS TO GET EDUCATED I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY SO STFU,TRUMP IS A fucking  asshole  AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT . MY FRIENDS IN PR WERE HURT . YOU ARE THE ONE THAT NEEDS TO GET EDUCATED . I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY . SO STFU ,TRUMP IS A fucking asshole AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT MY FRIENDS IN PR WERE HURT YOU ARE THE ONE THAT NEEDS TO GET EDUCATED I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY SO STFU,1
@USER @USER This was a poor comparison. Jay Z literally said he <b>fucked</b> nas' baby mom and left the condom on his daughters baby seat. Cardi and nicki are fighting for what?,Abusive_Swearing,This poor comparison Jay Z literally said fucked na baby mom left condom daughter baby seat Cardi nicki fighting,This poor comparison . Jay Z literally said  fucked  nas ' baby mom left condom daughters baby seat . Cardi nicki fighting ? ,This poor comparison Jay Z literally said fucked na baby mom left condom daughter baby seat Cardi nicki fighting,0
@USER omg <b>fuck</b> our lives sis,Abusive_Swearing,omg fuck life si,omg  fuck  lives sis ,omg fuck life si,0
@USER @USER And this isn’t considered hate speech for the liberals. If a republican said that about democrats the MSM would be raising 10 kinds of <b>hell</b> The hypocrisy is to be expected now,Abusive_Swearing,And ’ considered hate speech liberal If republican said democrat MSM would raising 10 kind hell The hypocrisy expected,And ’ considered hate speech liberals . If republican said democrats MSM would raising 10 kinds  hell  The hypocrisy expected ,And ’ considered hate speech liberal If republican said democrat MSM would raising 10 kind hell The hypocrisy expected,0
@USER Thanks Vince You <b>fucker</b> No need to hold out and chance that clients miss it.,Abusive_Swearing,Thanks Vince You fucker No need hold chance client miss,Thanks Vince You  fucker  No need hold chance clients miss . ,Thanks Vince You fucker No need hold chance client miss,1
@USER Who doesn't support her? Better question is why in <b>hell</b> would I believe someone when liberals are lying 24/7? shit a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the ele,Abusive_Swearing,Who n't support Better question hell would I believe someone liberal lying 24/7 shit california professor recently attacked man lock sock How many woman faked attack sense ele,Who n't support ? Better question  hell  would I believe someone liberals lying 24/7 ? shit california professor recently attacked man lock sock ... How many women faked attacks sense ele ,Who n't support Better question hell would I believe someone liberal lying 24/7 shit california professor recently attacked man lock sock How many woman faked attack sense ele,1
@USER Who doesn't support her? Better question is why in hell would I believe someone when liberals are lying 24/7? <b>shit</b> a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the ele,Abusive_Swearing,Who n't support Better question hell would I believe someone liberal lying 24/7 shit california professor recently attacked man lock sock How many woman faked attack sense ele,Who n't support ? Better question hell would I believe someone liberals lying 24/7 ?  shit  california professor recently attacked man lock sock ... How many women faked attacks sense ele ,Who n't support Better question hell would I believe someone liberal lying 24/7 shit california professor recently attacked man lock sock How many woman faked attack sense ele,0
@USER same <b>shit</b> lmaaaaoooo. i was just making sure!,Abusive_Swearing,shit lmaaaaoooo making sure, shit  lmaaaaoooo . making sure ! ,shit lmaaaaoooo making sure,0
@USER The album was boring for me 🤒the way his <b>ass</b> took forever to make it and it wasn’t even close to all that djsjsjjs i could NOT,Abusive_Swearing,The album boring 🤒the way as took forever make ’ even close djsjsjjs could NOT,The album boring 🤒the way  ass  took forever make ’ even close djsjsjjs could NOT ,The album boring 🤒the way as took forever make ’ even close djsjsjjs could NOT,1
@USER Who TF this white devil Jersey shore <b>bitch</b>,Abusive_Swearing,Who TF white devil Jersey shore bitch,Who TF white devil Jersey shore  bitch  ,Who TF white devil Jersey shore bitch,1
@USER ME <b>bitch</b> I WILL,Abusive_Swearing,ME bitch I WILL,ME  bitch  I WILL ,ME bitch I WILL,1
@USER Oh <b>shit</b>,Abusive_Swearing,Oh shit,Oh  shit  ,Oh shit,0
@USER Poor old Rudy he is as full of <b>shit</b> as a Christmas Goose.,Abusive_Swearing,Poor old Rudy full shit Christmas Goose,Poor old Rudy full  shit  Christmas Goose . ,Poor old Rudy full shit Christmas Goose,1
@USER @USER Grab em by the <b>pussy</b> What's the problem?,Abusive_Swearing,Grab em pussy What 's problem,Grab em  pussy  What 's problem ? ,Grab em pussy What 's problem,1
You #Fanatical #Sycophant #Religious #extremists are so <b>fucking</b> close to getting another #WhiteSupremacist #evangelical on the #SupremeCourt to overturn #RoevWade Wouldn't it just suck to have the rug pulled out from underneath your feet #MAGA? fuckoff #Gilead #Kavanaugh URL,Abusive_Swearing,You Fanatical Sycophant Religious extremist fucking close getting another WhiteSupremacist evangelical SupremeCourt overturn RoevWade Would n't suck rug pulled underneath foot MAGA fuckoff Gilead Kavanaugh URL,You # Fanatical # Sycophant # Religious # extremists  fucking  close getting another # WhiteSupremacist # evangelical # SupremeCourt overturn # RoevWade Would n't suck rug pulled underneath feet # MAGA ? fuckoff # Gilead # Kavanaugh URL ,You Fanatical Sycophant Religious extremist fucking close getting another WhiteSupremacist evangelical SupremeCourt overturn RoevWade Would n't suck rug pulled underneath foot MAGA fuckoff Gilead Kavanaugh URL,0
You #Fanatical #Sycophant #Religious #extremists are so fucking close to getting another #WhiteSupremacist #evangelical on the #SupremeCourt to overturn #RoevWade Wouldn't it just suck to have the rug pulled out from underneath your feet #MAGA? <b>fuckoff</b> #Gilead #Kavanaugh URL,Abusive_Swearing,You Fanatical Sycophant Religious extremist fucking close getting another WhiteSupremacist evangelical SupremeCourt overturn RoevWade Would n't suck rug pulled underneath foot MAGA fuckoff Gilead Kavanaugh URL,You # Fanatical # Sycophant # Religious # extremists fucking close getting another # WhiteSupremacist # evangelical # SupremeCourt overturn # RoevWade Would n't suck rug pulled underneath feet # MAGA ?  fuckoff  # Gilead # Kavanaugh URL ,You Fanatical Sycophant Religious extremist fucking close getting another WhiteSupremacist evangelical SupremeCourt overturn RoevWade Would n't suck rug pulled underneath foot MAGA fuckoff Gilead Kavanaugh URL,1
@USER <b>fuck</b> my bad leslie i def added you tho ! Lmao im give it to ypu now,Abusive_Swearing,fuck bad leslie def added tho Lmao im give ypu, fuck  bad leslie def added tho ! Lmao im give ypu ,fuck bad leslie def added tho Lmao im give ypu,0
