HITId,tweet,sentiment,directness,annotator_sentiment,target,group
1559,@user @user اكبر مطار يبنى ثم يأتيك اخد مدمنين بول البعير ليقول هكذا ع تركيا بلد الحضارات و الازدهار… @user,offensive,direct,shock,origin,other
1560,عندي توقع وتحليل وسخ اذا صار بصييح كانج سنتر تفقد قوتها,abusive_normal,indirect,indifference,other,other
1561,وربي في هذي ما الوم مورينيو .. ي شيخ الله يحرقك ي خنزير ي راشفورد ي كبر الباب قدامك وتشوتها فاللاعب !!!,offensive_disrespectful,indirect,indifference,other,individual
1562,هذا الإعلامي. وعيناته في قناة الخنزيره.  مثل القربه  الخرقاء.   شغله الشاغل بلاد الحرمين. .   واقول له كما يقول فيس… @url,offensive_disrespectful,indirect,indifference,other,individual
1563,@user @user @user @user @user هسي يا لداذ انتو الزول ده وسخ حيط البت ساي والله… @url,offensive,direct,indifference,other,individual
1564,@user @user دائماً نفس ألإسطوانة: مجوس و فرس و روافض وإلى أخر سمفونية ألعهر. يا شارب بول ألبعير وإرضاع… @url,hateful,indirect,indifference,origin,individual
1565,ع اساس ان دى فلوسك هههههههههه انت اخرك تشاكل ف الحريم تضرب انغام با امال ماهر تعمل كلمات اغانى هابطه وتالف وانت ملك… @url,normal,indirect,shock,origin,individual
1566,والله يا في اليوم الوطني الحريم كلهن قالباتن خيار كله اخضر ع اخضر  هذي الوطنيه  صج هههههههه,normal,indirect,indifference,gender,women
1567,@user @user @user فيصل جاسم خنزير يعمل مع خنزيره.,hateful,direct,indifference,other,individual
1568,@user @user ماذا تقول يا شارب بول البعير لعنة الله عليك وعلى ال سلول الخونة @url,hateful,direct,shock,origin,individual
1569,والله إنك مسخرة... أصلا أتشرف بكل أصل عربي مهما كان يا الطقن.. بس لمعلوماتك أصلي مصري أهم شي ما أصير ذيل خنزير م… @url,disrespectful,direct,indifference,origin,individual
1570,@user @user لا تكثر من شرب بول البعير ، انتم انجاس في كل شي,abusive_hateful,indirect,disgust,other,arabs
1571,رجال مصر حماة الأرض و العرض يرسلون 19 خنزير داعشي لجهنم.,normal,indirect,indifference_disgust,other,other
1572,قالت: أنا بجري وراه أه...بس هو وسخ.,offensive,direct,indifference,other,individual
1573,ترا المعد الاتجاه المعاكس اللي يجي في قناة الجزيره الخنزيره تراه يهودي خنزير حقود قلبه اسود علي العرب احذروه ولا تح… @url,hateful_disrespectful,direct,indifference,other,individual
1574,@user @user الله يهديه ما كان عايش مبسوط محمول شيبي في الحريم حد يروح وراهم دمروه,abusive_normal,direct,sadness,other,individual
1575,@user @user هذه الخبيثه الوقحه مع خنزير مرتزق متوافقين الله يخزيهم بالدنيا والاخره,offensive,direct,indifference,other,individual
1576,@user @user هذه بقره ولا خنزير هههههههههههههه,disrespectful,indirect,shock,gender,women
1577,والوسسخ وسخ ولو غسلتو بموية زمزم,offensive,indirect,indifference_disgust,other,other
1578,من علامات التخلف أن يبقى موضوع التحرش ما بين مُبررٍ ومُعارض، شيء لا يحتاج لنقاش يتحول لقضية رأي عام!,fearful_abusive_disrespectful_hateful_normal,direct,sadness,other,other
1579,منها اخفاء الرموز الحقيقية الملهمة.. وطرح بديلا عنها رموز منحرفة..,offensive,indirect,indifference,other,other
1580,@user @user @user @user @user @user ماابلك خنازير,offensive_disrespectful,indirect,indifference_disgust,origin,individual
1581,عندنا البعير عايش عيشة احسن منه بس يله قدرنا نصبر على اشكالكم الوا… @url,offensive,indirect,sadness,other,other
1582,خنازير مانشستر فريق حزين فشخ :d,offensive,indirect,anger_indifference,other,other
1583,انك الوحيده لي مش بايره ف الدفعه,offensive,indirect,shock,origin,individual
1584,لو كاااااان اللبس الضيق حريه شخصيه يبقااااا التحرش وااااجب وطني,offensive,direct,indifference,gender,women
1585,هل يعقل عندنا بالكويت أشخاص مازالوا يترحمون على خنزير المحمرة صدام ؟,normal,direct,indifference,other,individual
1586,@user @user @user ما مشكلة يكون قلبنا طيب و ينضحك علينا احسن ما نكون خنازير,normal,indirect,sadness,other,other
1587,من هذا السفور المُزري والتبرج،،,normal,indirect,shock,gender,women
1588,هذاء طبعكم يدخل بموضوع وترد عليه بالحق ويرجع يعيرك    مثل الحريم,abusive_offensive_hateful_disrespectful_normal,direct,shock,other,women
1589,تجسس محارم ديوث دياثة ديوثة كلوت كلو… @url,normal,indirect,indifference,other,other
1590,@user @user اسمع افريقيا طلع عندها اخبار العلم في تطور يمههههه @user,abusive_disrespectful,indirect,shock,origin,african_descent
1591,سؤال هل شربت بول البعير @user,hateful,indirect,shock,other,other
1592,@user @user @user واللى سبهم هو مش مسلمين ولا هندوس,normal,direct,indifference,other,muslims
1593,ليست سافرة ولا متبرجة,normal,indirect,indifference,gender,women
1594,@user @user @user يعني اقسم بالله بدي اشلح حذائي واحشيه في فمك يا سعودي يا شارب بول البعير. ت… @url,hateful_disrespectful,indirect,disgust,origin,individual
1595,خنزير مخترع عداوه بينه وبين القصمان عشاني اكرهه!,offensive,indirect,indifference,other,individual
1596,@user @user الحصالة اللي ع شگل خنزير لونها وردي,offensive,indirect,indifference_disgust,origin,other
1597,فرُبّ متبرجة صائمة خيرمن محتشمة فاسدة؟,disrespectful_normal,indirect,shock,gender,women
1598,@user @user @user @user بول البعير  لا نشربه وليس مشروب يومي يا غبي حتى يشرب وبول الابل ذكره… @url,abusive_disrespectful,direct,indifference,other,individual
1599,@user @user فعلا انك خنزير مربي لحيه,disrespectful,direct,indifference,other,individual
1600,مش من حق حد يقولك تكلم مين و متكلمش مين...كل واحد حر في اللي بيكلمه انت حقك بس تنبهه لو الشخص ده وسخ عشان ميتغفلش و… @url,offensive,direct,indifference_disgust,other,individual
1601,ترى قاعد ارد عليكم لكن النت وسخ,normal,indirect,indifference,other,individual
1602,@user @user نقدس بول البعير اجل  قلت لك انت شكلك ضايع بدينك اذا تتطنز ترا الرسول هو من نصح فيه ثانيًا… @user,offensive,indirect,anger_sadness_shock_indifference_disgust,religion,individual
1603,@user @user هنيئاً لكم بول البعير ؟؟,hateful,direct,indifference,other,other
1604,@user @user @user معليش تقريبًا كل البلدان العربية مخزية بس ما تقدر تنكر إن مصر فعلًا بلد التحرش و ا… @url,abusive_disrespectful,indirect,shock,gender,other
1605,صراحه| يلا چب نجسين انتوا يا خنازير سبحتها و خننتها و شحلاتها عسوله,offensive,indirect,anger_disgust,other,other
1606,رسالة لشاربي بول البعير @url,disrespectful,indirect,indifference,other,other
1607,واحدة بايرة بورة شديدة م صدقت عرسوها يوم عرسها قامت من الكوشة ونادت اخوها قالت لي تعال اقعد لي في مقعدي ده ماشه اشرب موية وجايه,abusive_disrespectful,direct,indifference,other,women
1608,@user @user عليك اللعنه يا خنزير سنجعل جثثكم تتعفن وتأكلها الكلاب,hateful,direct,shock_disgust,origin,other
1609,@user @user من افريقيا مالابو,normal,indirect,sadness,origin,african_descent
1610,@user @user الشمج تعرفيه مطوع ويخجل يسلم ع الحريم,disrespectful_normal,indirect,indifference,other,individual
1611,عنده غيره على عرضة واهله اللي ما يرضا تتطلع معاه زوجتة او اخته متبرجه ولبسها مو محتشم اللي ما يز… @url,normal,indirect,indifference,origin,other
1612,سيظل التحرش تحرشًا فى نظر الانثى,normal,indirect,indifference,gender,women
1613,جنوب سوريا ثواراحرار,normal,indirect,indifference,other,other
1614,تتفلسفين عن أمور بينما الأمور المحرمة قطعيا وإ… @url,normal,direct,confusion_indifference,other,individual
1615,@user @user خنازير العصر وخنجر مسموم في ظهر المسلمين,hateful,direct,shock,religion,other
1616,ام ناصر طلعت منحرفة,abusive_disrespectful,indirect,indifference,other,individual
1617,@user معقولة انت غبي لهذه الدرجة .. يعني اعرف انك سعودي لكن ليس لهذه الدرجة .. ممكن بسبب خلطة بول البعير م… @user,abusive_offensive,direct,disgust,origin,arabs
1618,ضد التحرش والحق اكيد على المتحرش بس مش لدرجة لي عم يحكي عنا سلام زعتري زادها شوي #منا_وجر,offensive,indirect,indifference_disgust,gender,individual
1619,مذيعة متبرجة وانظر بما ختمت الحلقة  مذهل والله @url عبر @user,offensive,indirect,sadness,gender,women
1620,لا دول يولعوا بجاز وسخ بقي طالما عارفين @url,offensive,indirect,anger_disgust,other,other
1621,لست خجولاً حين أصارحكم بحقيقتكم ، إن حظيرة خنازير أطهر من أطهركم ..,offensive,direct,shock,origin,other
1622,ودامنا من الدول المتقدمة ليش الشباب مايفكرون يتثقفون من ناحية التحرش ويستوعبون ان هذا الشي يسيء بصورتهم جدام العالم… @url,offensive,direct,indifference_disgust,gender,other
1623,ولا المراجل ما تجي بـ طعن الحريم .,normal,indirect,indifference,gender,women
1624,@user @user @user اكل تبن داعشي ارهابي وسخ,abusive_hateful,indirect,disgust,other,individual
1625,#تويته_حلوه_منك توتير صار قذر جدا كأني في حظيرة خنازير تلعب بطين من,abusive_offensive_hateful_disrespectful_normal,indirect,indifference,other,other
1626,@user @user كلم ياقاضي عاوز يجي يبص علي الحريم,offensive,direct,shock,gender,women
1627,@user @user انت احد افضل اللاعيبين الافارقة والعرف المحترفين و ان شاء الله في خلال سنتين حتكون في نادي كبير,normal,direct,indifference,other,african_descent
1628,@user @user في حريم مستعجلات على بالها سواقة السيارة مثل سواقة الدراجة,abusive_disrespectful,direct,anger_confusion_sadness_indifference_disgust,gender,women
1629,خنزير zبي قصير وش اسوي تراني تعبت — مافي حل الا انك تتعايش مع وضعك التبن @url,offensive,direct,shock,other,other
1630,@user @user @user يكفي ان لديكم ابن الزانية رجل مهم وسيد عندكم اي جهل هذا الذي تحملون لا هندوس وبو… @url,hateful,indirect,shock,religion,other
1631,خنازير وخراتيت قطر الحمدين #الحديدة_تتحرر,hateful,direct,indifference,other,other
1632,@user @user @user تخسى يا خنزير إيران،,abusive_hateful,indirect,disgust,origin,other
1633,ومليشيات مسلحة  منحرفة,normal,direct,fear_disgust,other,other
1634,ههههههه ناطق التخالف أصلا كان شارب بول البعير. @user,abusive_disrespectful,direct,indifference,other,other
1635,@user @user احنا مشغولين بقضية التحرش الجنسي @url,fearful_abusive_offensive_disrespectful_normal,direct,indifference,gender,women
1636,@user @user @user لا بيشرب بول البعير زي ماسمع من مفتي السعودية,disrespectful,direct,indifference,other,individual
1637,موتو بغيظكم يا خنازير قطر . @url,hateful,direct,anger_disgust,origin,other
1638,@user @user @user @user @user مذهبهم قتل وسبي واكل الجيف وشرب بول البعير وضراط...طاح حظهم وحظ كل عار,abusive_hateful,direct,shock,religion,other
1639,@user @user @user بتفكري العالم كله وسخ مثلك .شو شغلتك بامريكا,hateful,direct,indifference_disgust,other,individual
1640,بس ي بايره,offensive,indirect,indifference,other,women
1641,@user @user هذا ما أدخلوه في مخك المصدي شرابي بول البعير.,hateful,direct,indifference,origin,other
1642,@user @user @user @user معظم الاراء بكون للتنشئة الاجتماعية دور كبير فيها لهذا السب… @url,normal,indirect,sadness,other,other
1643,-بول البعير لاتيه,disrespectful,indirect,indifference,other,other
1644,لو التعدد بيد الحريم ما بقي وحدة ما عددت #التعدد_مطلبنا,disrespectful_normal,direct,sadness,other,women
1645,@user @user ده من غباءه المفرط ربط تأخرنا عن باقي المسلمين و العرب و الافارقة على حد قوله لانه عندنا مشكلة ختان للمراة,disrespectful,indirect,indifference_disgust,origin,individual
1646,شراميط افريقيا بقوا بيتكلموا ! @url,abusive_offensive_hateful_disrespectful_normal,indirect,indifference_disgust,other,african_descent
1647,حطمت أغلال يدي بكل خنزير أسدي.,normal,indirect,shock,origin,other
1648,@user @user @user ادرس التاريخ قبل ما تشرب بول البعير @user,normal,direct,indifference,other,individual
1649,@user @user السبع لي راك تهدر عليه ، على حسب علمي و حسب وش مديتلي من قبل ممنوع عليه التحرش فالديانة تاعو!,normal,indirect,indifference,gender,individual
1650,@user @user اي حمير الحمير افضل منهم بل خنازير ولا استثني منهم احد,abusive_hateful,direct,indifference,origin,other
1651,@user @user منتظر إيه من خنزير,hateful,direct,anger_disgust,other,individual
1652,بيتعاطوا بول البعير  حمقى بني سعود @url,hateful,indirect,disgust,origin,other
1653,@user @user طيب وصواريخ خنازير الحوثي الي كل يوم تنزل على السعودية ؟؟؟,abusive_hateful,direct,disgust,origin,other
1654,@user @user مكثرين من بول البعير,offensive,indirect,shock,other,other
1655,@user @user @user @user انتي عاملة مثل دكتورة سعودية عامله ابحاث على بول البعير و… @url,disrespectful,indirect,sadness,other,women
1656,@user @user هههههههههه فعلا انتم اثر عليكم بول البعير وانصحكم بإستبداله ببول الشيعي لانه سيشفي… @url,offensive,direct,disgust,other,other
1657,انا ح اعرسها عشان ما تقول عليها بايرة وتعال قول كلام ما عندك رجال يأدبوك دة قدامي ..,disrespectful,direct,sadness,gender,women
1658,خاصهوم يديرو تقنية الvar مع هاد اختراع الصفارة ضد التحرش,normal,direct,indifference,other,women
1659,يعتبر الشيعة أجانب علي دين الإسلام دخلاء مخلوطين من هندوس ومسيح ويهود وعجم البحارنة ولا يجوز لهم التدخل في خلافات ق… @url,abusive_hateful,indirect,indifference,religion,other
1660,فيقال للرجل عسى مافيه بايرة أي عسى ما عندك مشكلة,normal,indirect,shock,gender,individual
1661,@user @user هذا البيطري حرام يكون بين البشر . قاتل سفاح عميل اسراءيلي .فتنجي وهلاء بلش بشرب بول البعير من ا… @user,abusive_hateful,direct,disgust,other,individual
1662,تنبيه : الا كنا تنضحكو على الصفارة راه لا يعني اننا مع التحرش، أبدا، غير بان لينا هاد التصفار طقس جديد من طقوس ال… @url,normal,indirect,indifference,other,other
1663,وقانون التحرش منعو فيسات الورد والقلب,normal,indirect,indifference,other,other
1664,والهاش يكون ترند من اول اليوم #افريقيا_يا_اهلي,normal,direct,indifference,other,african_descent
1665,@user @user الله يلعن ابوك على ابو حكامكم عبيد الصهاينه يا خنزير,hateful,direct,shock,origin,individual
1666,@user @user الدكتور عماد كأنه يقاتل في ارض كلها الغام من خنازير الجزيرة من حقه يدافع عن ارضه وشعبه ولكن ا… @url,abusive_offensive,direct,indifference,other,individual
1667,؛ متحنش لحد باعك يا وسخ.,abusive_disrespectful,direct,sadness,other,individual
1668,ويبقي التحرش في نظر المرأه تحرش .. حتي يقوم به الرجل المناسب ... فيصبح غزلا,normal,direct,anger_confusion_sadness_indifference_disgust,gender,women
1669,من حقد العواذل وعيون #الحريم!!,offensive,indirect,indifference_disgust,other,other
1670,لو تدخل كان سمع دعاء السوريين و الفلسطينيين و العراقيين و الافارقه المسلمين الي يدعون ل… @url,normal,indirect,sadness,religion,other
1671,ولا على حسابج ما حب عرس انا  وادخل صاله الحريم وويهي يقلب الوان غير العادات و التقاليد الغير مرغوب فيها بص… @url,normal,indirect,indifference,other,women
1672,في خنازير بتحلل قتل المسيحيين عاوز اقولك مصر كلها شعب واحد ومفيش فرق بين مسلم ومسيحي #كلنا_مصر,hateful_normal,indirect,shock,origin,other
1673,@user @user @user @user كلي تبن احسن لك وماعندنا لكم وظايف الا مدق دق خشومكم وبول البعير ا… @url,abusive,direct,indifference,origin,other
1674,@user @user هذول يا خنزير يا علج يا شركسي يا زبالة رجال هاكان و قردوغان و هؤلاء رجالكم .. يكفي وإلا نزيد @url,offensive,direct,disgust,origin,individual
1675,ثقفو ابنائكم علموهم معنى التحرش علموهم الحذر من الاقرباء قبل الغرباء علموهم المناطق الممنوعة اللمس في اجسادهم الصغي… @url,normal,indirect,indifference,other,other
1676,#مرسي وصفنا بأننا (خنازير) ولم يقابل أي وفد إسرائيلي..,abusive_offensive,direct,shock,other,individual
1677,لك ابن ام العيورة ابن نكاح الجهاد مااعرف شكلك اسود صخل لكن قبل أحذية الحشد الشعبي الايراني اللذين ا… @url,offensive,indirect,indifference,origin,individual
1678,همهم يطلعون المرأة متبرجة ليس لها رادع حتى الدين لايعترفون بشرعيته,offensive,indirect,indifference_disgust,other,women
1679,وليس كشيعة اليوم الذين انحرفوا بتشيعهم وأ… @url,offensive,indirect,indifference,religion,other
1680,مساكين داعش..حزب الزباله يتضامن مع تنظيم الخنازير ويحذر أمريكا امريكا من قصه قافلة داعش…,offensive,indirect,indifference,other,other
1681,وين الاخوة العرب وين اهلنا الافارقة وين المجتمع الدولي #كسلا_تحتضر  #كسلا_الشيكونغونيا الحكوووووووووووووووووومة وين,fearful_normal,direct,sadness,origin,arabs
1682,فتاة متبرجة سافرة ذكرت بالله,disrespectful_normal,indirect,sadness_indifference,gender,individual
1683,@user @user هذا الاجتماع الاول و الاخير في بداية المقاطعة يا بهيم,offensive,direct,shock,other,individual
1684,هو ليه كل اصحاب المركز التانى صعدوا ف افريقيا,normal,indirect,indifference,other,other
1685,واضح يا فالح الكاذب انك لست عراقي أصيل و تحليل dna انك من عملاء سفارة مملكة البعير.,offensive,indirect,indifference,other,individual
1686,@user @user كل طاقم الخنزيرة كللللهم خنازير مسيحية ونصيرية اش دراهم عن الحج والصلاة وكورتلموش يكفيه الميثلية… @url,hateful,direct,indifference,other,christian
1687,@user @user بول البعير أطهر منك ومنه ياجويهل ، وها أنت شبهته بالنمر فهو من نفس الفصيلة اللتي تنتمي إليها أنت وإياه .,normal,direct,shock,origin,individual
1688,@user @user ابشرك حتا الحريم بطلو نقل الكلام,normal,indirect,indifference,gender,women
1689,دورة حياة التحرش @url,offensive,indirect,fear,gender,women
1690,@user @user لأن الزواج والطلاق صار بيد الحريم،والأب تنازل عن دوره في البيت ففي السابق يتدخل الوالدان للإصلاح،… @url,normal,indirect,sadness,other,women
1691,@user ياحيف عليكي يامصر يحكمك هكذا خنزير هذلت,offensive,direct,shock_disgust,origin,other
1692,@user @user بس برضو كونها متبرجة ما بديك الحق انك تتحرش بيها نقطة انو ما  عندك حق  دي لازم كل زول يفهمها,normal,direct,sadness,gender,women
1693,صحيح كان كلاب ابن كلب مع شعبى بس كان صاكر دول بول البعيروكانت مملكة المنشار ترتجف خوفا اذا ظهر بخطاب بالتلفاز وال… @url,hateful,indirect,indifference,other,other
1694,@user @user @user يا بهيم حامل كتاب التاريخ بالمقلوب هههه.. في ١٩٨٢ اسراءيل هي الي أسقطت ٨٩ طائرة سوري… @url,hateful,direct,shock,origin,individual
1695,عجوز متمكيجة سافرة متبرجة تتميلح وش الفرق بينها بين شايب اشيمط ؟!,abusive_disrespectful,indirect,anger_indifference,gender,women
1696,لاجيت أعاتبك طيّحت الحطب كله,normal,indirect,sadness,other,individual
1697,يبدو أنّك تحت تأثير بول البعير ، وقد تعفّن رأسك، حتّى صرتَ لا تفقه شيئاً في هذه الدّنيا، ولا تدري مالّذي يدور حوالي… @user,abusive_disrespectful,direct,indifference,origin,individual
1698,ما حمار  انت ؟ يا غبي!! كيف يعني التحرش غريزة…,offensive,direct,indifference,other,individual
1699,@user @user خنزير الدوحه صرف اموال الشعب على دعم الارهاب والمرتزقه,abusive_hateful,direct,indifference,origin,other
1700,كله الا درّه يا مراهق يا وسخ @url,offensive,direct,indifference,other,individual
1701,@user @user @user يلا يا وسخ ياشارب بول البعير,abusive_disrespectful,direct,indifference,other,individual
1702,نساء متبرجه شباب بكامل الاناقه,abusive_normal,indirect,indifference,other,women
1703,@user @user لو التحرش يكون ع اللبس والضيق والقصير او بالاصح الوحده تبرز مفاتنها ؛ طيب القواصر اللي لا صدر ولا… @url,offensive,direct,shock,gender,women
1704,ا. النظر ايوا التحرش بالنظر لانو مافي أعمى بتحرش,disrespectful_normal,indirect,anger_indifference,gender,women
1705,@user @user واشرب بول البعير واشرب بول سلمانكو المجرم,hateful,indirect,indifference,other,individual
1706,لاجئ وسخ,hateful,direct,shock,other,refugees
1707,من الامور الي ريحتني يوم دريت ان الحريم الي امسكو مع ببارتي زوجي(طليقي مستقبلاً)  اوصحابه الدشير عاملات مشغل من 3جن… @url,offensive,indirect,sadness,other,individual
1708,ده انت عيل وسخ,offensive,direct,shock,other,individual
1709,في خضم التعليق  على   #الحرب_على_التحرش التي…,offensive,indirect,sadness,other,women
1710,بس في ناس منهم خلقهم وسخ ومهزئين,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
1711,عشان تقدر تعيش المرأة كإنسان وليس كائن اقل مم الرجل لانه مافيه شي علمي يثبت على انه افضل منها بشي وبعدين التحرش او… @url,normal,indirect,sadness,other,women
1712,@user @user عقبال ما نذبحكم و نبتسم لابنائكم سيكونون سعيدين بقتلكم لانك خائنين للعروبه و الدين يا خنازير المال يا عبيداليهود,hateful,direct,shock_disgust,other,other
1713,وقد أنكر الأمر وأشار إلى الظلم الواقع على الرجال بسبب دعاوى التحرش الكيدية، وتصديق الناس لها وتأتي سمعة المدعى عليه… @url,abusive_normal,indirect,indifference,gender,women
1714,يريد قانون لأنه ما يقدر يمسك نفسه إذا شاف متبرجه !,normal,indirect,shock,other,other
1715,تبقاي بايرة طول عمرك,offensive,indirect,indifference,other,women
1716,وينها اربعينيه ثلاثينية او متزوجه محرومه ندردش سوالف منحرفة ثلاثينيه 7bf3230d,offensive,indirect,disgust,gender,women
1717,ما زلنا رافضات لوضعنا النظامي بكوننا مواطنات درجة ثانية، تسقط كافة أشكال ولاية الرجل على المرأة في النظام السعودي ف… @url,fearful_abusive_disrespectful_hateful_normal,direct,indifference,other,women
1718,@user @user @user @user يعني تركتوا جرائم الفرس المجوس والترك العلمانيين  في المسلمين الم… @user,offensive,direct,indifference,origin,other
1719,كلما مررت بجانب فتاة متبرجة كتمت أنفاسي ،,normal,indirect,indifference,gender,women
1720,@user @user الحريم خبيثات,abusive_hateful,direct,sadness,other,women
1721,وفلانة بايرة أي لا يطرق بابها الخطاب فلم… @url,abusive_disrespectful,direct,disgust,gender,women
1722,@user @user لو ما عاجبتك عندك ١٠٠٠ قناة عربية تتكلم عن فوائد شرب بول البعير و لقاءات مع شيوخ على… @user,normal,direct,sadness,other,individual
1723,نصيحة لك لا تعمل ريتويت لواحدة متبرجة او لصورة متبرجة..,normal,direct,shock,gender,women
1724,@user @user تربية ثور عاق وعجل شاذ وبقره متبرجه بلا حياء,offensive,direct,shock,other,individual
1725,@user @user @user @user بري يختي شبه الحريم واجعاه و بحاول قدر الإمكان يثبت العكس,offensive,direct,shock,gender,individual
1726,@user يخرب عقلك هذي يدفعون لها ديه هذي يهدونها تابوت جثه حمار او خنزير ماله رجلين اما ديه لا مستحيل كبيره جد… @url,offensive,indirect,sadness,other,other
1727,@user @user مايحتاج. انا رجال ذكوري محترم. والله اني اقدر مشاعر الحريم. اي وحده بتزوجني بتستانس. بخليها ت… @url,normal,indirect,indifference,gender,women
1728,يا جماعه هو ليه كل الحريم عالعام تحس أنها لبوه وعايزه تتناك ولما تكلمها عالخاص يا أما تعمل بلوك أو تعمل من بنها,offensive,direct,anger_shock_indifference_disgust,gender,women
1729,نفسي أعرف من الذي ضاحك على عرب الشمال ويقول لهم إن السعوديون يشربون بول البعير ... لا والحمير مصدقين مع إن لدينا مئ… @url,offensive,direct,sadness,origin,other
1730,@user والله يالعباة انها ستر والله يابعض الحريم ودك ماتكشف حتى لوانها ماهي مسلمه لانها بختصار بعبع   لا اعتراض ع خلق الله,normal,direct,indifference,gender,women
1731,@user @user @user @user دكتور بيطري تخصص خنازير,offensive,direct,disgust,other,individual
1732,لاغرابه فمن يشرب بول البعير صباحا ومساء هكذاتكون عقليته. ومن يجعل من نفسه بقرةحلوب لترمب لاعقل له,offensive,indirect,shock,other,other
1733,دى بايره ازاى طيب .. هو حصل ايه فى الدنيا يا حدعااااان — ما هما الحلوين اللي بيبقو بايرين @url,disrespectful_normal,indirect,sadness,gender,individual
1734,@user @user اشربي بول البعير و نامي,offensive,indirect,shock,origin,women
1735,@user @user بعض العرب  خنازير مايبان فيهم المعروف والجميل والله ياليت دولتنا تقطع عنهم كل المعونات ويرجعون كالكلاب,hateful,direct,indifference,other,arabs
1736,وكمان قالت له ما يأكل خنزير  بس معه بعلاقة غير شرعية. انا نفسي افهم معقول في ناس مش فاهمه الدين لهذه الدرجة. مشتيش… @url,normal,direct,indifference,other,individual
1737,في مره سمعتو ببنت تحرشت بولد شبه عاري ف الشاطي مثلا ؟ ضحكتو صح ؟ والاجابه طبعاً لا بس لو ولد شاف بنت بس متبرجه يقول… @url,normal,indirect,confusion_indifference,gender,women
1738,@user @user علاش غانحقدو عليكم؟ داك البترول لي عندكم طليوه. باراكا عليكم غير بول البعير لي تشربون الله يخليها سلعة,abusive_disrespectful,direct,indifference,origin,other
1739,@user @user @user الصعلوك هم امثالك يا حقير يا نكرة يا نجس.. انت و امثالك عبيد قردوغان الصهيون… @url,hateful,direct,disgust,origin,individual
1740,جاي وزقاره اول ماتقعد ابرك من وجيه الحريم كلهم,disrespectful_normal,indirect,indifference,other,women
1741,@user @user @user بول البعير ههه يشربوه ساع الهندوس ويتحدثو عن القات..... والله لو تمضغوه بتقعون رجال لك… @user,normal,indirect,disgust,other,other
1742,في اهم من بول البعير @user,abusive_disrespectful,indirect,indifference,origin,other
1743,@user @user اكيد مايبون شرفاء يبون خنازير مثلهم,offensive,indirect,shock,other,other
1744,@user @user @user هههههه القات افضل مليون مره من بول البعير والحشيش والمخدرات التي انتم غارق… @url,normal,indirect,shock,other,individual
1745,امنعوا مثلا التحرش  #ضد_منع_النقاب,normal,indirect,indifference,other,women
1746,-يا خيبه اعملك ايه ماهى بايره!,disrespectful,direct,shock,gender,individual
1747,@user @user هم شايفيين المصاري الايرانية خنازير الارض الفلسطن,abusive_hateful,indirect,disgust,origin,other
1748,@user @user @user المغاربة يكرهون شاربي بول البعير,hateful,indirect,indifference,origin,other
1749,@user @user البعير أفضل من خنازير صهاينة قطر. الجبناء جايبين من هب ودب يحمونكم. وقاعدين بذله تنفذون… @user,hateful,direct,indifference,origin,other
1750,@user @user بالعكس ماله دخل ابدا واساسا الحريم راح يلتفتون لك كشابه جميله وينبهرون فيك..,disrespectful_normal,indirect,sadness_indifference,other,individual
1751,حسب كلامه ان البنت المتبرجه تثير الشباب ، لكن حبيبي الشباب ما يقصروا يتحرشوا بالاخضر واليابس ما بس المتبرجه ، يعني… @url,disrespectful_normal,direct,anger_confusion_sadness_shock_indifference,gender,women
1752,لسنا قاصرات او مجنونات ح…,normal,indirect,indifference,other,women
1753,شاهدوا اين وصلت خساسته ... وهو بيننا .. البعير يا خنزير بريطانيا .. في صحاري جميع دول الخليج ايها العفن المجرب  . م… @user,hateful,indirect,anger_disgust,other,other
1754,@user @user @user @user الضرر إلي يسببه الزوج للزوجة ؟ ليس من بينه الاغتصاب الزوجي، الخيانة، ال… @url,abusive_normal,indirect,shock,gender,women
1755,بغض النضر عن لقطة البلنتي و تجاهلهم الفار و الظلم الواضح للنصر لكن يبقى كارينيو خنزير,offensive,direct,anger_disgust,other,other
1756,و بعد تدخل الفكر #الليبرالي أصبحت بعض المدارس منحرفة .,offensive_normal,indirect,sadness,other,other
1757,@user @user @user @user @user @user @user بعدهم  اخراج الافارقة ان شاء الله,hateful,direct,shock_disgust,origin,african_descent
1758,يكلي هندوس ؟,disrespectful_normal,indirect,indifference,other,indian/hindu
1759,@user @user في الغرب حرية جنسية تقوم جزئيا على التحرش كوسيلة تعبير وأصطياد وليست مدانة سياسا ونادر م… @url,offensive,direct,shock,gender,women
1760,@user @user @user وش دخلك بالحب انطم وخليك معي بس تمام لاجي اشربك بول البعير,abusive_hateful,direct,indifference,other,individual
1761,#وزارة_التعليم تقيم ورشة عمل للتعريف بنظام التحرش وأهم التدابير اللازمة للوقاية منه @url,normal,direct,indifference,gender,other
1762,ولا يزال هناك من الحمقى من يصدق ان حركة سماح (حماس) الارهابية حركة مقاومة وهم في الحقيقة خنازير لشريفه متاجرون بدما… @url,abusive_offensive,indirect,shock,other,other
1763,@user @user @user @user @user تاج على راس أمثالك يا شاربين بول البعير,offensive,direct,indifference,origin,individual
1764,سكان_العبور: نعاني من #السرقة و #التحرش وحياتنا #جحيم بسبب القهاوي,normal,indirect,sadness_indifference,other,women
1765,ويظل سلعه بايره في السوق ماحد يشتريه,offensive,indirect,sadness,other,other
