,corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
4888,zampieri2019: Offensive Posts in Social Media,   FELON ERIC HOLDER SHOULD BE ROTTING IN PRISON FOR HIS CRIMES ,0,FELON ERIC HOLDER SHOULD BE ROTTING IN PRISON FOR HIS CRIMES,FELON ERIC HOLDER SHOULD BE ROTTING IN PRISON FOR HIS CRIMES
4889,zampieri2019: Offensive Posts in Social Media,    Hate to say it but you got your sides mixed up How many people have been beaten up killed etc by far right radicals On the other hand Antifa Black Lives Matter etc ,0,Hate say got side mixed How many people beaten killed etc far right radical On hand Antifa Black Lives Matter etc,Hate say got side mixed How many people beaten killed etc far right radical On hand Antifa Black Lives Matter etc
4890,zampieri2019: Offensive Posts in Social Media,  Ya know how many ppl have pot in their homes So fukn what The cops are trying to get their buddy off She is a murderer ,2,Ya know many ppl pot home So fukn The cop trying get buddy She murderer,Ya know many ppl pot home So fukn The cop trying get buddy She murderer
4891,zampieri2019: Offensive Posts in Social Media,   Stop Collins There is someone who will support woman  Dr Cat London She is opposing Collins and we can end the BS All she needs to do is clean out her desk and go home ,0,Stop Collins There someone support woman Dr Cat London She opposing Collins end BS All need clean desk go home,Stop Collins There someone support woman Dr Cat London She opposing Collins end BS All need clean desk go home
4892,zampieri2019: Offensive Posts in Social Media,  On no not roaming charges Good charge all these foreign fuckers when they come here ,2,On roaming charge Good charge foreign fucker come,On roaming charge Good charge foreign fucker come
4893,zampieri2019: Offensive Posts in Social Media,  My problem is the  have taken us back to the s let s have a debate about what s happening today in the world of work and what we re going to do about it ImWithDave LBC,0,My problem taken u back let debate happening today world work going ImWithDave LBC,My problem taken u back let debate happening today world work going ImWithDave LBC
4894,zampieri2019: Offensive Posts in Social Media,  He is quite good,0,He quite good,He quite good
4895,zampieri2019: Offensive Posts in Social Media,  You are so right on this issue and Democrats have been lying to the American people for to long lately it seems like there all going crazy in the head lol,2,You right issue Democrats lying American people long lately seems like going crazy head lol,You right issue Democrats lying American people long lately seems like going crazy head lol
4896,zampieri2019: Offensive Posts in Social Media,  What manga you reading ,0,What manga reading,What manga reading
4897,zampieri2019: Offensive Posts in Social Media,         And Liberals think GUNS are the problem ,2,And Liberals think GUNS problem,And Liberals think GUNS problem
4898,zampieri2019: Offensive Posts in Social Media,  What Gun Control DON T they have Even the smallest forces have Policies in Place for Firearm use I support Gun Control I can t hit my target W O it ,0,What Gun Control DON T Even smallest force Policies Place Firearm use I support Gun Control I hit target W O,What Gun Control DON T Even smallest force Policies Place Firearm use I support Gun Control I hit target W O
4899,zampieri2019: Offensive Posts in Social Media,     Awesome ,0,Awesome,Awesome
4900,zampieri2019: Offensive Posts in Social Media,  She is not friendly ,0,She friendly,She friendly
4901,zampieri2019: Offensive Posts in Social Media,  I also understand a lot of the followers are MAGA and Cult aligned politically ,0,I also understand lot follower MAGA Cult aligned politically,I also understand lot follower MAGA Cult aligned politically
4902,zampieri2019: Offensive Posts in Social Media,  This is like fuckin cool hold your horses freckles ohhhjhhh god,0,This like fuckin cool hold horse freckle ohhhjhhh god,This like fuckin cool hold horse freckle ohhhjhhh god
4903,zampieri2019: Offensive Posts in Social Media,    I would love to be able to afford a sexy french au pair Poor me ,0,I would love able afford sexy french au pair Poor,I would love able afford sexy french au pair Poor
4904,zampieri2019: Offensive Posts in Social Media,      You are so full of shit A Violent crime is down has been on the decline for decades B Where gun crime is a problem it is a state local problem no so called common sense gun control law passed at the federal level will fix it You are clueless about this problem ,2,You full shit A Violent crime decline decade B Where gun crime problem state local problem called common sense gun control law passed federal level fix You clueless problem,You full shit A Violent crime decline decade B Where gun crime problem state local problem called common sense gun control law passed federal level fix You clueless problem
4905,zampieri2019: Offensive Posts in Social Media,  You are a definite follow O H,0,You definite follow O H,You definite follow O H
4906,zampieri2019: Offensive Posts in Social Media,   Doug Flutie would be proud ,0,Doug Flutie would proud,Doug Flutie would proud
4907,zampieri2019: Offensive Posts in Social Media,   Juan Williams just called Diamond and Silk a Minstrel Show You know what to do ,0,Juan Williams called Diamond Silk Minstrel Show You know,Juan Williams called Diamond Silk Minstrel Show You know
4908,zampieri2019: Offensive Posts in Social Media,   I m not in uncomefortbul miss Williams is a great actor or she thinks she is miss Williams is out of order in what she said to the ref rules apply even to miss Williams but your turning it in to o as a women don t this bone that miss Williams is out of order that s a stone wall,2,I uncomefortbul miss Williams great actor think miss Williams order said ref rule apply even miss Williams turning woman bone miss Williams order stone wall,I uncomefortbul miss Williams great actor think miss Williams order said ref rule apply even miss Williams turning woman bone miss Williams order stone wall
4909,zampieri2019: Offensive Posts in Social Media,Analysis Devin Nunes explains antifa and all of these riots We re winning The Washington Post ,0,Analysis Devin Nunes explains antifa riot We winning The Washington Post,Analysis Devin Nunes explains antifa riot We winning The Washington Post
4910,zampieri2019: Offensive Posts in Social Media,   Racist all she is My god less then of population and cry more then other put together Trump doing a great job just cause he got white skin ya don t need hate on him over and over and over,2,Racist My god le population cry put together Trump great job cause got white skin ya need hate,Racist My god le population cry put together Trump great job cause got white skin ya need hate
4911,zampieri2019: Offensive Posts in Social Media,  Because she is a woman Uh wasn t her opponent a woman not getting your ill formed point here ,0,Because woman Uh opponent woman getting ill formed point,Because woman Uh opponent woman getting ill formed point
4912,zampieri2019: Offensive Posts in Social Media,AntiPo is better than Antifa ,0,AntiPo better Antifa,AntiPo better Antifa
4913,zampieri2019: Offensive Posts in Social Media,  Seriously who s the dick that unfollowed,0,Seriously dick unfollowed,Seriously dick unfollowed
4914,zampieri2019: Offensive Posts in Social Media,   Hugs maga ,0,Hugs maga,Hugs maga
4915,zampieri2019: Offensive Posts in Social Media,  ANTIFA task force ,0,ANTIFA task force,ANTIFA task force
4916,zampieri2019: Offensive Posts in Social Media,   Actually it s liberals like Waters and antifa who promote violence,2,Actually liberal like Waters antifa promote violence,Actually liberal like Waters antifa promote violence
4917,zampieri2019: Offensive Posts in Social Media,   Reading these comments this dear boy was burned alive And some are still talking about gun control My gosh people ,2,Reading comment dear boy burned alive And still talking gun control My gosh people,Reading comment dear boy burned alive And still talking gun control My gosh people
4918,zampieri2019: Offensive Posts in Social Media,  Bravo Down with CNN ,0,Bravo Down CNN,Bravo Down CNN
4919,zampieri2019: Offensive Posts in Social Media,   majority of DACA from rd world countries are communists activists Antifa Ofa INCOMPATIBLES w USculture Felons by criminal violence participation in cult includes kill potus destroySovereignUSA USConstnDem y replace w marxist thReichNWO tyranny TREASON ,2,majority DACA rd world country communist activist Antifa Ofa INCOMPATIBLES w USculture Felons criminal violence participation cult includes kill potus destroySovereignUSA USConstnDem replace w marxist thReichNWO tyranny TREASON,majority DACA rd world country communist activist Antifa Ofa INCOMPATIBLES w USculture Felons criminal violence participation cult includes kill potus destroySovereignUSA USConstnDem replace w marxist thReichNWO tyranny TREASON
4920,zampieri2019: Offensive Posts in Social Media,      And a whole lot more deadly than bump stock ,0,And whole lot deadly bump stock,And whole lot deadly bump stock
4921,zampieri2019: Offensive Posts in Social Media,   Richard Cephalic is what he is Its clinical ,0,Richard Cephalic Its clinical,Richard Cephalic Its clinical
4922,zampieri2019: Offensive Posts in Social Media, Crazy Things Liberals Blame Trump For TCOT MAGA RedNationRising ,2,Crazy Things Liberals Blame Trump For TCOT MAGA RedNationRising,Crazy Things Liberals Blame Trump For TCOT MAGA RedNationRising
4923,zampieri2019: Offensive Posts in Social Media,  I loved the House Bunny And the remembering names voice was funny My family and I watch Mom it s great I m a recovered addict or moderately recovered if you are one who counts pot lol It s a very good show ,0,I loved House Bunny And remembering name voice funny My family I watch Mom great I recovered addict moderately recovered one count pot lol It good show,I loved House Bunny And remembering name voice funny My family I watch Mom great I recovered addict moderately recovered one count pot lol It good show
4924,zampieri2019: Offensive Posts in Social Media,  Just sick of everything being politicized and everything being presented as right wrong good evil Used to be liberals and conservatives were viewed as generally good people with different approaches to achieving the same goal Now it s us and them ,0,Just sick everything politicized everything presented right wrong good evil Used liberal conservative viewed generally good people different approach achieving goal Now u,Just sick everything politicized everything presented right wrong good evil Used liberal conservative viewed generally good people different approach achieving goal Now u
4925,zampieri2019: Offensive Posts in Social Media,  vs Antifa I know who my money s on But seriously this is such a stupid thing to do ,2,v Antifa I know money But seriously stupid thing,v Antifa I know money But seriously stupid thing
4926,zampieri2019: Offensive Posts in Social Media,    I suggest that you get worser jobs as you are just what they don t want you might of even been in the same office You might of been arguing with yourself your just both gay,2,I suggest get worser job want might even office You might arguing gay,I suggest get worser job want might even office You might arguing gay
4927,zampieri2019: Offensive Posts in Social Media,  Boo hoo shu you are never on the right side of winning ,0,Boo hoo shu never right side winning,Boo hoo shu never right side winning
4928,zampieri2019: Offensive Posts in Social Media,  It s all liberals have They are truly vile ,0,It liberal They truly vile,It liberal They truly vile
4929,zampieri2019: Offensive Posts in Social Media,   In the Conservatives cut annual funding to build social housing by bn Today Theresa May announced an extra bn to build social housing spread over the next years So by it ll be a bn cut since instead of bn No wonder there s a housing crisis ,0,In Conservatives cut annual funding build social housing bn Today Theresa May announced extra bn build social housing spread next year So bn cut since instead bn No wonder housing crisis,In Conservatives cut annual funding build social housing bn Today Theresa May announced extra bn build social housing spread next year So bn cut since instead bn No wonder housing crisis
4930,zampieri2019: Offensive Posts in Social Media,   Let s play a game called Spot the Bot My guess is this account above ,0,Let play game called Spot Bot My guess account,Let play game called Spot Bot My guess account
4931,zampieri2019: Offensive Posts in Social Media,   He ran and hid after posting an ad about illegal border crossers As soon as CBC started their shouting racist It s not racist and instead of standing up for what he believes he bailed The conservatives shouldn t have picked him,2,He ran hid posting ad illegal border crossers As soon CBC started shouting racist It racist instead standing belief bailed The conservative picked,He ran hid posting ad illegal border crossers As soon CBC started shouting racist It racist instead standing belief bailed The conservative picked
4932,zampieri2019: Offensive Posts in Social Media,  Don t forget Antifa and ACORN And that terrorist that Obama palled around with Hahahahahha do you listen to your own malarkey ,2,Don forget Antifa ACORN And terrorist Obama palled around Hahahahahha listen malarkey,Don forget Antifa ACORN And terrorist Obama palled around Hahahahahha listen malarkey
4933,zampieri2019: Offensive Posts in Social Media,  But the Frogs said it wasn t a Muzzie terriorist attack ,2,But Frogs said Muzzie terriorist attack,But Frogs said Muzzie terriorist attack
4934,zampieri2019: Offensive Posts in Social Media,   she is not paid off look her up here on Twitter they are being horrible to her ,0,paid look Twitter horrible,paid look Twitter horrible
4935,zampieri2019: Offensive Posts in Social Media,  Democrats gave birth to ANTIFA BLM ,0,Democrats gave birth ANTIFA BLM,Democrats gave birth ANTIFA BLM
4936,zampieri2019: Offensive Posts in Social Media,  Cool ,0,Cool,Cool
4937,zampieri2019: Offensive Posts in Social Media,  when gun control doesn t work will you support common sense knife control ,0,gun control work support common sense knife control,gun control work support common sense knife control
4938,zampieri2019: Offensive Posts in Social Media,  Can you imagine being married to that crazy b tch Good God ,2,Can imagine married crazy b tch Good God,Can imagine married crazy b tch Good God
4939,zampieri2019: Offensive Posts in Social Media, examples of the group newsletters we created on gun control in the USA In our groups of we split into partners were each responsible for researching writing one of the sections Miss Ross then helped to arrange our separate pieces to make one A sheet CurrentAffairs ,0,example group newsletter created gun control USA In group split partner responsible researching writing one section Miss Ross helped arrange separate piece make one A sheet CurrentAffairs,example group newsletter created gun control USA In group split partner responsible researching writing one section Miss Ross helped arrange separate piece make one A sheet CurrentAffairs
4940,zampieri2019: Offensive Posts in Social Media,   liberals have to go in as they are so over their heads Poor leader and even poorer advisors,2,liberal go head Poor leader even poorer advisor,liberal go head Poor leader even poorer advisor
4941,zampieri2019: Offensive Posts in Social Media,  The liberals have sunk to an all new low how tragic ,0,The liberal sunk new low tragic,The liberal sunk new low tragic
4942,zampieri2019: Offensive Posts in Social Media,  it appears you edited out a portion of ANTIFA talk from the latest episode and I d like to file a formal complaint ,0,appears edited portion ANTIFA talk latest episode I like file formal complaint,appears edited portion ANTIFA talk latest episode I like file formal complaint
4943,zampieri2019: Offensive Posts in Social Media,  well she is hot and lie with a smile so yeah,0,well hot lie smile yeah,well hot lie smile yeah
4944,zampieri2019: Offensive Posts in Social Media,    Wow He is Malloy voteredNovember,0,Wow He Malloy voteredNovember,Wow He Malloy voteredNovember
4945,zampieri2019: Offensive Posts in Social Media,  The term parasite has now been added to my list of fuck you terms which also includes the term widget ,2,The term parasite added list fuck term also includes term widget,The term parasite added list fuck term also includes term widget
4946,zampieri2019: Offensive Posts in Social Media,   I m glad Mia is feeling better ,0,I glad Mia feeling better,I glad Mia feeling better
4947,zampieri2019: Offensive Posts in Social Media,              They just all want to keep their CORRUPT CUSHIONEY JOBS THRY WANT TO GO BACK TO BUSINESS AS USUAL I DON T THINK SO ,0,They want keep CORRUPT CUSHIONEY JOBS THRY WANT TO GO BACK TO BUSINESS AS USUAL I DON T THINK SO,They want keep CORRUPT CUSHIONEY JOBS THRY WANT TO GO BACK TO BUSINESS AS USUAL I DON T THINK SO
4948,zampieri2019: Offensive Posts in Social Media,  lol a liberal trying to make other liberals sick what a maroon,0,lol liberal trying make liberal sick maroon,lol liberal trying make liberal sick maroon
4949,zampieri2019: Offensive Posts in Social Media,   should careful all things will use to against him It s kind of a hit job by Someone or a Group That s Interview was used to victimize him he should be careful to act from now on ,0,careful thing use It kind hit job Someone Group That Interview used victimize careful act,careful thing use It kind hit job Someone Group That Interview used victimize careful act
4950,zampieri2019: Offensive Posts in Social Media,   No one believes Schumer Dems don t and nod with a wink happy to obstruct with lies Swampers same thing And actual conservatives know it s an actual lie and pray for the liars to receive God s wrath How sad that truth and justice are dead ,0,No one belief Schumer Dems nod wink happy obstruct lie Swampers thing And actual conservative know actual lie pray liar receive God wrath How sad truth justice dead,No one belief Schumer Dems nod wink happy obstruct lie Swampers thing And actual conservative know actual lie pray liar receive God wrath How sad truth justice dead
4951,zampieri2019: Offensive Posts in Social Media,   Choosing heartless politician over your ancestors country Speaks volumes as to who you are ,2,Choosing heartless politician ancestor country Speaks volume,Choosing heartless politician ancestor country Speaks volume
4952,zampieri2019: Offensive Posts in Social Media,  My divorce Everyone says We re not picking a side And then they all totally do Trials of life are great indicators about the realness of people It sucks at first but then the after is great EverybodyTalks ,0,My divorce Everyone say We picking side And totally Trials life great indicator realness people It suck first great EverybodyTalks,My divorce Everyone say We picking side And totally Trials life great indicator realness people It suck first great EverybodyTalks
4953,zampieri2019: Offensive Posts in Social Media,                   Sanctions used to be the action of last resort now its there weapon of first choice When was this Taking account of this graph from ,0,Sanctions used action last resort weapon first choice When Taking account graph,Sanctions used action last resort weapon first choice When Taking account graph
4954,zampieri2019: Offensive Posts in Social Media,   The right has the unique ability to create monsters out of thin air It Legislation was even created to fight the phantom menance of antifa currently in committee ,2,The right unique ability create monster thin air It Legislation even created fight phantom menance antifa currently committee,The right unique ability create monster thin air It Legislation even created fight phantom menance antifa currently committee
4955,zampieri2019: Offensive Posts in Social Media,MUST READ Delay the Kavanaugh Vote This Senate is singularly ill equipped to assess the allegations against Trump s Supreme Court nominee via  PostponeTheVote maga ncpol ,0,MUST READ Delay Kavanaugh Vote This Senate singularly ill equipped ass allegation Trump Supreme Court nominee via PostponeTheVote maga ncpol,MUST READ Delay Kavanaugh Vote This Senate singularly ill equipped ass allegation Trump Supreme Court nominee via PostponeTheVote maga ncpol
4956,zampieri2019: Offensive Posts in Social Media, EndPC Teaching guide for Portland public schools celebrates Islam communists terrorists abortion promotes GunControl transgenders gt EndCulturalMarxism ,2,EndPC Teaching guide Portland public school celebrates Islam communist terrorist abortion promotes GunControl transgenders gt EndCulturalMarxism,EndPC Teaching guide Portland public school celebrates Islam communist terrorist abortion promotes GunControl transgenders gt EndCulturalMarxism
4957,zampieri2019: Offensive Posts in Social Media,  Another Dem run sanctuary city with strict gun control laws the ultimate fail ,0,Another Dem run sanctuary city strict gun control law ultimate fail,Another Dem run sanctuary city strict gun control law ultimate fail
4958,zampieri2019: Offensive Posts in Social Media,  why should he the woman is lying according to everyone that went to school there except liberals who would say anything to get rid of him ,0,woman lying according everyone went school except liberal would say anything get rid,woman lying according everyone went school except liberal would say anything get rid
4959,zampieri2019: Offensive Posts in Social Media,  Cutie connection is authentic ,0,Cutie connection authentic,Cutie connection authentic
4960,zampieri2019: Offensive Posts in Social Media,  Antifa are so said SJW and to be honest Antifa isn t really about the same Justice that a rider is ,0,Antifa said SJW honest Antifa really Justice rider,Antifa said SJW honest Antifa really Justice rider
4961,zampieri2019: Offensive Posts in Social Media,  you are something else ,0,something else,something else
4962,zampieri2019: Offensive Posts in Social Media,  Go out like Seinfeld and cancel the series while it s hot Jk don t you fucking dare This better have a issue plan ,2,Go like Seinfeld cancel series hot Jk fucking dare This better issue plan,Go like Seinfeld cancel series hot Jk fucking dare This better issue plan
4963,zampieri2019: Offensive Posts in Social Media,  She is good at this game just like u were  A true super fan for sure She is focused thats why she is going to take this game I hope ,0,She good game like u A true super fan sure She focused thats going take game I hope,She good game like u A true super fan sure She focused thats going take game I hope
4964,zampieri2019: Offensive Posts in Social Media,  If you are looking for hard heads you only have to look at the Republican Congress,2,If looking hard head look Republican Congress,If looking hard head look Republican Congress
4965,zampieri2019: Offensive Posts in Social Media,   Really a sickening issue Liberals are vicious ,2,Really sickening issue Liberals vicious,Really sickening issue Liberals vicious
4966,zampieri2019: Offensive Posts in Social Media,  call me a dog cause DAM I got a bone for you nigga ,2,call dog cause DAM I got bone nigga,call dog cause DAM I got bone nigga
4967,zampieri2019: Offensive Posts in Social Media,  Kavanaugh needs to stop lying I believe this woman s account is credible and he is not going to be able to dodge it ,2,Kavanaugh need stop lying I believe woman account credible going able dodge,Kavanaugh need stop lying I believe woman account credible going able dodge
4968,zampieri2019: Offensive Posts in Social Media,    You two are nothing but attention seeking whores Start talking about real issues such as racial injustice sensible gun control prison reform and other issues that important,2,You two nothing attention seeking whore Start talking real issue racial injustice sensible gun control prison reform issue important,You two nothing attention seeking whore Start talking real issue racial injustice sensible gun control prison reform issue important
4969,zampieri2019: Offensive Posts in Social Media,   Pretty much how the majority sees it ,0,Pretty much majority see,Pretty much majority see
4970,zampieri2019: Offensive Posts in Social Media,  And they say Russia is the hackers Hmmm ,2,And say Russia hacker Hmmm,And say Russia hacker Hmmm
4971,zampieri2019: Offensive Posts in Social Media,Huge QDrop dump today WWGWGA QAnon QArmy MAGA TheGreatAwakening,0,Huge QDrop dump today WWGWGA QAnon QArmy MAGA TheGreatAwakening,Huge QDrop dump today WWGWGA QAnon QArmy MAGA TheGreatAwakening
4972,zampieri2019: Offensive Posts in Social Media,  He knows he dosen t have much time left before he is brought down ,0,He know dosen much time left brought,He know dosen much time left brought
4973,zampieri2019: Offensive Posts in Social Media, MorningJoe the closer it gets to monday the louder the liberals will squeal ,0,MorningJoe closer get monday louder liberal squeal,MorningJoe closer get monday louder liberal squeal
4974,zampieri2019: Offensive Posts in Social Media, ExposeTheTruth Ask What liberal policies EVER QUANTIFIABLY IMPROVED YOUR LIFE Libs make BIG promises warn doom re conservatives none come true No lib agenda but neg hate Why use fear How help you USA doing GREAT THAT helps Vote FOR YOUR FAMILY LIFE FOR GOOD CCOT ,0,ExposeTheTruth Ask What liberal policy EVER QUANTIFIABLY IMPROVED YOUR LIFE Libs make BIG promise warn doom conservative none come true No lib agenda neg hate Why use fear How help USA GREAT THAT help Vote FOR YOUR FAMILY LIFE FOR GOOD CCOT,ExposeTheTruth Ask What liberal policy EVER QUANTIFIABLY IMPROVED YOUR LIFE Libs make BIG promise warn doom conservative none come true No lib agenda neg hate Why use fear How help USA GREAT THAT help Vote FOR YOUR FAMILY LIFE FOR GOOD CCOT
4975,zampieri2019: Offensive Posts in Social Media,Cory Booker and the Democratic Party of KKK s Robert Byrd PJNET MAGA TrumpTrain TrumpTrain corybooker MAGA KAG KeepAmericaGreat PresidentTrump TW,0,Cory Booker Democratic Party KKK Robert Byrd PJNET MAGA TrumpTrain TrumpTrain corybooker MAGA KAG KeepAmericaGreat PresidentTrump TW,Cory Booker Democratic Party KKK Robert Byrd PJNET MAGA TrumpTrain TrumpTrain corybooker MAGA KAG KeepAmericaGreat PresidentTrump TW
4976,zampieri2019: Offensive Posts in Social Media,  Unfortunately both Liberals and Conservative parties leaders and fringe parties no longer know what Canadians really think They said they know but that is House ping pong rhetoric Even the polls aren t reliable CANADIANS STARVED FOR A CLEAR STRONG VISION MISSION ,0,Unfortunately Liberals Conservative party leader fringe party longer know Canadians really think They said know House ping pong rhetoric Even poll reliable CANADIANS STARVED FOR A CLEAR STRONG VISION MISSION,Unfortunately Liberals Conservative party leader fringe party longer know Canadians really think They said know House ping pong rhetoric Even poll reliable CANADIANS STARVED FOR A CLEAR STRONG VISION MISSION
4977,zampieri2019: Offensive Posts in Social Media,    fash lt That s a give away phrase for antifa types the genuine fascists who want to close down free speech This ex muslim nails the apologists who are really just providing cover for radical islam ,0,fash lt That give away phrase antifa type genuine fascist want close free speech This ex muslim nail apologist really providing cover radical islam,fash lt That give away phrase antifa type genuine fascist want close free speech This ex muslim nail apologist really providing cover radical islam
4978,zampieri2019: Offensive Posts in Social Media, lt God s chosen leader my ass Fuck Christian conservatives gt Baptist pastor Brian Kaylor claims Sarah Huckabee Sanders lies to defend God s chosen leader ,2,lt God chosen leader as Fuck Christian conservative gt Baptist pastor Brian Kaylor claim Sarah Huckabee Sanders lie defend God chosen leader,lt God chosen leader as Fuck Christian conservative gt Baptist pastor Brian Kaylor claim Sarah Huckabee Sanders lie defend God chosen leader
4979,zampieri2019: Offensive Posts in Social Media,  This is MAGA s first victory lap I m up for the vote ,0,This MAGA first victory lap I vote,This MAGA first victory lap I vote
4980,zampieri2019: Offensive Posts in Social Media,     She is a wannabe Hilary Clinton Can t stand that woman and anything that the NDP stands for I believe that they are even more dangerous than the liberals ,2,She wannabe Hilary Clinton Can stand woman anything NDP stand I believe even dangerous liberal,She wannabe Hilary Clinton Can stand woman anything NDP stand I believe even dangerous liberal
4981,zampieri2019: Offensive Posts in Social Media,Here s some more of what my opponent is resisting Are you better off today than you were years ago NJ MAGA WalkAway ,0,Here opponent resisting Are better today year ago NJ MAGA WalkAway,Here opponent resisting Are better today year ago NJ MAGA WalkAway
4982,zampieri2019: Offensive Posts in Social Media,  U a bad bitch now lol,2,U bad bitch lol,U bad bitch lol
4983,zampieri2019: Offensive Posts in Social Media,  He is over with the bola crowd according to the reaction he got from the first night of bola ,0,He bola crowd according reaction got first night bola,He bola crowd according reaction got first night bola
4984,zampieri2019: Offensive Posts in Social Media,   GET OUT OF MY MENTIONS i stand corrected ,0,GET OUT OF MY MENTIONS stand corrected,GET OUT OF MY MENTIONS stand corrected
4985,zampieri2019: Offensive Posts in Social Media, chokes laughing So  having considered the excellent work of the  have decided that its such a car crash and with no certainty over trading that they ll temporarily close their plant next year Nichts ist haltbarer als eine tempor re L sung ,0,choke laughing So considered excellent work decided car crash certainty trading temporarily close plant next year Nichts ist haltbarer al eine tempor L sung,choke laughing So considered excellent work decided car crash certainty trading temporarily close plant next year Nichts ist haltbarer al eine tempor L sung
4986,zampieri2019: Offensive Posts in Social Media,     Yeah bitch we put him back in and beat your sorry asses the bears SUCK BLEW A LEAD LMAOOOO,2,Yeah bitch put back beat sorry ass bear SUCK BLEW A LEAD LMAOOOO,Yeah bitch put back beat sorry ass bear SUCK BLEW A LEAD LMAOOOO
4987,zampieri2019: Offensive Posts in Social Media,   She is only saying that because she wants to win Don t vote for this fraud ,0,She saying want win Don vote fraud,She saying want win Don vote fraud
4988,zampieri2019: Offensive Posts in Social Media,   Liberals without identity politics have nothing ,0,Liberals without identity politics nothing,Liberals without identity politics nothing
4989,zampieri2019: Offensive Posts in Social Media,    Exactly Fred Guttenberg s entire mission is for Gun Control Feinstein will do anything for a dollar Both are on a mission to change legislation in favor of taking guns from Law Abiding Americans HOW is his whole stance NOT political ,0,Exactly Fred Guttenberg entire mission Gun Control Feinstein anything dollar Both mission change legislation favor taking gun Law Abiding Americans HOW whole stance NOT political,Exactly Fred Guttenberg entire mission Gun Control Feinstein anything dollar Both mission change legislation favor taking gun Law Abiding Americans HOW whole stance NOT political
4990,zampieri2019: Offensive Posts in Social Media,  now we know tesco s stance on gun control,0,know tesco stance gun control,know tesco stance gun control
4991,zampieri2019: Offensive Posts in Social Media,   Why are both eyes open if your aiming And you liberals want a war with conservatives Best of luck snowflake ,0,Why eye open aiming And liberal want war conservative Best luck snowflake,Why eye open aiming And liberal want war conservative Best luck snowflake
4992,zampieri2019: Offensive Posts in Social Media,  If he did wouldn t this be the sort of thing Liberals love Don t they hate all law enforcement ,0,If sort thing Liberals love Don hate law enforcement,If sort thing Liberals love Don hate law enforcement
4993,zampieri2019: Offensive Posts in Social Media,  H y I am years old I m waiting for you h re ,0,H I year old I waiting h,H I year old I waiting h
4994,zampieri2019: Offensive Posts in Social Media,  He is not allowed to do this he needs to be prosecuted,0,He allowed need prosecuted,He allowed need prosecuted
4995,zampieri2019: Offensive Posts in Social Media,  Can you elaborate why you think making tax cuts permanent is a bad idea ,0,Can elaborate think making tax cut permanent bad idea,Can elaborate think making tax cut permanent bad idea
4996,zampieri2019: Offensive Posts in Social Media,  What s doing detriment to this state and country is Republicans who refuse to govern as the conservatives they campaign to be McDaniel may have some flaws who doesn t but he s the kind of fighter we need Some of us are sick of the losers the GOP keeps giving us ,2,What detriment state country Republicans refuse govern conservative campaign McDaniel may flaw kind fighter need Some u sick loser GOP keep giving u,What detriment state country Republicans refuse govern conservative campaign McDaniel may flaw kind fighter need Some u sick loser GOP keep giving u
4997,zampieri2019: Offensive Posts in Social Media,  CONGRATULATION YOU ARE A PUN MASTER ,0,CONGRATULATION YOU ARE A PUN MASTER,CONGRATULATION YOU ARE A PUN MASTER
4998,zampieri2019: Offensive Posts in Social Media,  His wittle feelwings are probably hurt cause he knows everything said by Trump about BO s era is true ,0,His wittle feelwings probably hurt cause know everything said Trump BO era true,His wittle feelwings probably hurt cause know everything said Trump BO era true
4999,zampieri2019: Offensive Posts in Social Media,  You are NOT Robin Williams ,0,You NOT Robin Williams,You NOT Robin Williams
5000,zampieri2019: Offensive Posts in Social Media,   Picked the fuck up,2,Picked fuck,Picked fuck
5001,zampieri2019: Offensive Posts in Social Media,  Yes you are exempted ,0,Yes exempted,Yes exempted
5002,zampieri2019: Offensive Posts in Social Media,   She picks some random conservative issues from US and try to force fit in Indian narrative Next might be gun control ,0,She pick random conservative issue US try force fit Indian narrative Next might gun control,She pick random conservative issue US try force fit Indian narrative Next might gun control
5003,zampieri2019: Offensive Posts in Social Media,  Antifa is expressly anti Nazi Is Nunes identifying with Nazis ,0,Antifa expressly anti Nazi Is Nunes identifying Nazis,Antifa expressly anti Nazi Is Nunes identifying Nazis
5004,zampieri2019: Offensive Posts in Social Media,   Trump has no interest in caring the safety of the country He doesn t care about gun control So far with all the shooting in the country He doesn t care he is a selfish person Everything is about him,2,Trump interest caring safety country He care gun control So far shooting country He care selfish person Everything,Trump interest caring safety country He care gun control So far shooting country He care selfish person Everything
5005,zampieri2019: Offensive Posts in Social Media,     You are correct ,0,You correct,You correct
5006,zampieri2019: Offensive Posts in Social Media,Just imagine the tyranny we d be living under had these leftwing tryants waging war on us and our duly elected president and the American Republic itself gained tyrannical control of the US Supreme Court the neocon s NeverTrump crew was trying to deliver to them MAGA,0,Just imagine tyranny living leftwing tryants waging war u duly elected president American Republic gained tyrannical control US Supreme Court neocon NeverTrump crew trying deliver MAGA,Just imagine tyranny living leftwing tryants waging war u duly elected president American Republic gained tyrannical control US Supreme Court neocon NeverTrump crew trying deliver MAGA
5007,zampieri2019: Offensive Posts in Social Media,  Liberals that think the world owes them a living ,2,Liberals think world owes living,Liberals think world owes living
