corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hate-speech-dataset,"Surely, there 's middle ground between completely anonymous keyboarding and losing blood ?",0,Surely  s middle ground completely anonymous keyboarding losing blood ,Surely  s middle ground completely anonymous keyboarding losing blood 
hate-speech-dataset,"I 'd like a cozy house with an outdoor fire pit , for parties and grilling , for instance , lol .",0,I d like cozy house outdoor fire pit  parties grilling  instance  lol ,I d like cozy house outdoor fire pit  parties grilling  instance  lol 
hate-speech-dataset,Yea thanks for the information as I said in my P.M I actully knew nothing of the squatting movement back then and always thought that in modern times it had always been the preserve of small groups of extreme anarchists .,0,Yea thanks information I said PM I actully knew nothing squatting movement back always thought modern times always preserve small groups extreme anarchists ,Yea thanks information I said PM I actully knew nothing squatting movement back always thought modern times always preserve small groups extreme anarchists 
hate-speech-dataset,I'm in LA .,0,I m LA ,I m LA 
hate-speech-dataset,Looking to become more active and make more friends in the White nationalist community in southern California .,0,Looking become active make friends White nationalist community southern California ,Looking become active make friends White nationalist community southern California 
hate-speech-dataset,Please message me .,0,Please message ,Please message 
hate-speech-dataset,- Eric,0, Eric, Eric
hate-speech-dataset,If only they had cheap cameras you could hide in your baseball cap .,0,If cheap cameras could hide baseball cap ,If cheap cameras could hide baseball cap 
hate-speech-dataset,All of these events would have made great TV .,0,All events would made great TV ,All events would made great TV 
hate-speech-dataset,"These are excellent points , including that detail about shooting a documentary .",0,These excellent points  including detail shooting documentary ,These excellent points  including detail shooting documentary 
hate-speech-dataset,The person who does that will also make history in his or her field .,0,The person also make history field ,The person also make history field 
hate-speech-dataset,The sad fact is thesame thing goes on worldwide .,0,The sad fact thesame thing goes worldwide ,The sad fact thesame thing goes worldwide 
hate-speech-dataset,In america we have hate crime laws .,0,In america hate crime laws ,In america hate crime laws 
hate-speech-dataset,It is hate if we disagree with this ethnic scum and no hate crime if they attack us .,2,It hate disagree ethnic scum hate crime attack us ,It hate disagree ethnic scum hate crime attack us 
hate-speech-dataset,i need to know if any whites lives in the La Mirada area i just moved there and i dont know anyone .,0,need know whites lives La Mirada area moved dont know anyone ,need know whites lives La Mirada area moved dont know anyone 
hate-speech-dataset,For one thing .. she dyed her hair .,0,For one thing  dyed hair ,For one thing  dyed hair 
hate-speech-dataset,Sometimes when a person dyes their hair black it looks very strange .,0,Sometimes person dyes hair black looks strange ,Sometimes person dyes hair black looks strange 
hate-speech-dataset,"I have dark red-brown hair , but once I dyed my hair black , and it looked odd .",0,I dark redbrown hair  I dyed hair black  looked odd ,I dark redbrown hair  I dyed hair black  looked odd 
hate-speech-dataset,"Also , Betty Page 's hair cut may have helped in any oddness .",0,Also  Betty Page s hair cut may helped oddness ,Also  Betty Page s hair cut may helped oddness 
hate-speech-dataset,"Sadly, I think the government would step in if we tried to stop the lesser races from moving into our land .",2,Sadly  I think government would step tried stop lesser races moving land ,Sadly  I think government would step tried stop lesser races moving land 
hate-speech-dataset,Ask away Redneck .,0,Ask away Redneck ,Ask away Redneck 
hate-speech-dataset,There are no dumb questions and there are plenty in this thread who will answer to the best of our abilities .,0,There dumb questions plenty thread answer best abilities ,There dumb questions plenty thread answer best abilities 
hate-speech-dataset,I saw this post a few days ago ..,0,I saw post days ago ,I saw post days ago 
hate-speech-dataset,But had n't been able to reply until now .,0,But nt able reply ,But nt able reply 
hate-speech-dataset,Some places to look up jobs ..,0,Some places look jobs ,Some places look jobs 
hate-speech-dataset,http://kalispell.craigslist.orghttp://www.mountaintrader.com/http://www2.dailyinterlake.com/classifieds/,0,http  kalispellcraigslistorghttp    dailyinterlakecomclassifieds,http  kalispellcraigslistorghttp    dailyinterlakecomclassifieds
hate-speech-dataset,I've been through Utah once .,0,I ve Utah ,I ve Utah 
hate-speech-dataset,Spent the night in a hotel in SLC as a matter of fact .,0,Spent night hotel SLC matter fact ,Spent night hotel SLC matter fact 
hate-speech-dataset,The large White families are so beautiful to behold .,0,The large White families beautiful behold ,The large White families beautiful behold 
hate-speech-dataset,Nothing so beautiful in the whole world in fact .,0,Nothing beautiful whole world fact ,Nothing beautiful whole world fact 
hate-speech-dataset,Just an example of Our local economy and employment opportunities here .,0,Just example Our local economy employment opportunities ,Just example Our local economy employment opportunities 
hate-speech-dataset,Burlington coat factory opening .,0,Burlington coat factory opening ,Burlington coat factory opening 
hate-speech-dataset,Burlington Coat Factory Hiring For New Store in Conroe | Houston 's Hiring | a Chron.com blog lots more to check out .,0,Burlington Coat Factory Hiring For New Store Conroe  Houston s Hiring  Chroncom blog lots check ,Burlington Coat Factory Hiring For New Store Conroe  Houston s Hiring  Chroncom blog lots check 
hate-speech-dataset,Temp agency in Conroe .,0,Temp agency Conroe ,Temp agency Conroe 
hate-speech-dataset,Call ( 281 ) -973-0420 now !,0,Call     ,Call     
hate-speech-dataset,"http://www.frontlinesourcegroup.com/ ... FSiCQgo * * * * AGw http://www.jobs-to-careers.com/index...FcKDQgodVk4ANQhttp://www.indeed.com/q-Temp-l-Conroe,-TX-jobs.html",0,http    FSiCQgo     AGw http        TXjobshtml,http    FSiCQgo     AGw http        TXjobshtml
hate-speech-dataset,"First time this year that I have seen this area hotter than Lakeland , Florida .",0,First time year I seen area hotter Lakeland  Florida ,First time year I seen area hotter Lakeland  Florida 
hate-speech-dataset,"It 's 93 right now here , but 81 there .",0,It s  right   ,It s  right   
hate-speech-dataset,"Surprisingly , I saw that a couple times during the winter .",0,Surprisingly  I saw couple times winter ,Surprisingly  I saw couple times winter 
hate-speech-dataset,Lol ( obviously not 90s .. but it would be 50 up here and 30 in Florida .,0,Lol  obviously   would   Florida ,Lol  obviously   would   Florida 
hate-speech-dataset,"Yes, for too long Whites have remained absolutely silent about the establishment and its media welcoming everyone else 's community profile but theirs .",0,Yes  long Whites remained absolutely silent establishment media welcoming everyone else s community profile ,Yes  long Whites remained absolutely silent establishment media welcoming everyone else s community profile 
hate-speech-dataset,"A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..",0,A good solution make good famous news program show kind things  s nearly impossible ,A good solution make good famous news program show kind things  s nearly impossible 
hate-speech-dataset,"Here are some sites that I find to have reasonably reliable information on current events , and other topics .",0,Here sites I find reasonably reliable information current events  topics ,Here sites I find reasonably reliable information current events  topics 
hate-speech-dataset,www.newsnet14.com www.theforbiddentruth.net 14/88,0,  ,  
hate-speech-dataset,Actually Monkeys and Apes are more noble creatures and rarely act violent it really is unfare to the Monkeys and Apes to be compared with subhuman Negroids who are by contrast very murderous .,2,Actually Monkeys Apes noble creatures rarely act violent really unfare Monkeys Apes compared subhuman Negroids contrast murderous ,Actually Monkeys Apes noble creatures rarely act violent really unfare Monkeys Apes compared subhuman Negroids contrast murderous 
hate-speech-dataset,http://uk.youtube.com/watch?v=CnPS2ho-_6w Looks like they are calling a unit home with the express purpose of supressing a rebellion .,0,http  ukyoutubecomwatch  v Looks like calling unit home express purpose supressing rebellion ,http  ukyoutubecomwatch  v Looks like calling unit home express purpose supressing rebellion 
hate-speech-dataset,Is the time now ?,0,Is time ,Is time 
hate-speech-dataset,I wonder if I should jackhammer a vault into my foundation ?,0,I wonder I jackhammer vault foundation ,I wonder I jackhammer vault foundation 
hate-speech-dataset,In case they start grabbing guns .,0,In case start grabbing guns ,In case start grabbing guns 
hate-speech-dataset,Hopefully they will leave YT alone and just deal with the Nigerians when they start chimping out in the streets .,2,Hopefully leave YT alone deal Nigerians start chimping streets ,Hopefully leave YT alone deal Nigerians start chimping streets 
hate-speech-dataset,I hope people are taking advantage of the above .,0,I hope people taking advantage ,I hope people taking advantage 
hate-speech-dataset,"It 's plainly there , all you need to do is act on it .",0,It s plainly  need act ,It s plainly  need act 
hate-speech-dataset,"last one for the night here , as i 'm durn tired. its 11x17 format - here in jpeg and pdf. get flyering !",0,last one night  m durn tired   format  jpeg pdf  get flyering ,last one night  m durn tired   format  jpeg pdf  get flyering 
hate-speech-dataset,CF,0,CF,CF
hate-speech-dataset,Its about time we started fighting back against the constant harassment we receive .,0,Its time started fighting back constant harassment receive ,Its time started fighting back constant harassment receive 
hate-speech-dataset,Give them a taste of their own medicience .,0,Give taste medicience ,Give taste medicience 
hate-speech-dataset,"Actually, it 's not us who 's killing them ... it 's they who are killing us .",2,Actually  s us s killing  s killing us ,Actually  s us s killing  s killing us 
hate-speech-dataset,Do n't make me start copy and pasting DOJ statistics .,0,Do nt make start copy pasting DOJ statistics ,Do nt make start copy pasting DOJ statistics 
hate-speech-dataset,"Until we have a dedicated cable television station , there 's always the opportunity to use the free cable access airwaves as per this thread : Make a Cable Access TV Program !",0,Until dedicated cable television station  s always opportunity use free cable access airwaves per thread  Make Cable Access TV Program ,Until dedicated cable television station  s always opportunity use free cable access airwaves per thread  Make Cable Access TV Program 
hate-speech-dataset,What a way to say `` hi '' !,0,What way say  hi  ,What way say  hi  
hate-speech-dataset,WELCOME ABOARD !,0,WELCOME ABOARD ,WELCOME ABOARD 
hate-speech-dataset,"-Yankee Jim PS , I 'm hoping your very healthy donation will inspire others to DIG !",0,Yankee Jim PS  I m hoping healthy donation inspire others DIG ,Yankee Jim PS  I m hoping healthy donation inspire others DIG 
hate-speech-dataset,THANKS !,0,THANKS ,THANKS 
hate-speech-dataset,I have not used bags yet but this year I might have to consider it .I also would like to hear what others have done with them .,0,I used bags yet year I might consider I also would like hear others done ,I used bags yet year I might consider I also would like hear others done 
hate-speech-dataset,The Feb 14 `` Love your race '' flier drive is coming up soon .,0,The Feb   Love race  flier drive coming soon ,The Feb   Love race  flier drive coming soon 
hate-speech-dataset,"ha, I just made this. but my point is , I suggest something with an American theme to it to make it our own .",0,ha  I made  point  I suggest something American theme make ,ha  I made  point  I suggest something American theme make 
hate-speech-dataset,you want to help your race ?,0,want help race ,want help race 
hate-speech-dataset,"Organize and take action. you have other whites around you , bring them together .",0,Organize take action  whites around  bring together ,Organize take action  whites around  bring together 
hate-speech-dataset,WHITE POWER !,0,WHITE POWER ,WHITE POWER 
hate-speech-dataset,"To this date , none of Dr. Martin L King 's children have had children of their own .",0,To date  none Dr Martin L King s children children ,To date  none Dr Martin L King s children children 
hate-speech-dataset,They have all put their careers first .,0,They put careers first ,They put careers first 
hate-speech-dataset,We have lucked out for a change .,0,We lucked change ,We lucked change 
hate-speech-dataset,I know people have posted this link on StormFront before but I think this is one of the easiest ways to become involved .,0,I know people posted link StormFront I think one easiest ways become involved ,I know people posted link StormFront I think one easiest ways become involved 
hate-speech-dataset,They have updated much of their site and now have many more free faxes to send .,0,They updated much site many free faxes send ,They updated much site many free faxes send 
hate-speech-dataset,"As others have pointed out , it 's a great slogan .",0,As others pointed  s great slogan ,As others pointed  s great slogan 
hate-speech-dataset,"I 've started asking myself that question every day , and every day it seems like I did n't do enough .",0,I ve started asking question every day  every day seems like I nt enough ,I ve started asking question every day  every day seems like I nt enough 
hate-speech-dataset,For those who like to pass out papers The Nationalist Times is looking for you !,0,For like pass papers The Nationalist Times looking ,For like pass papers The Nationalist Times looking 
hate-speech-dataset,Check out our web site at www.anu.org.,0,Check web site  ,Check web site  
hate-speech-dataset,It is the best paper in the movement .,0,It best paper movement ,It best paper movement 
hate-speech-dataset,And you nonwhites are mostly here to be unjustifiably abusive ?,0,And nonwhites mostly unjustifiably abusive ,And nonwhites mostly unjustifiably abusive 
hate-speech-dataset,Of course White race tend to be the smartest race and many of your nonwhites are either just too stupid to acknowledge that or just want to make use of your nonwhite stupidity to cause more misery to us who wish to seek the truth .,2,Of course White race tend smartest race many nonwhites either stupid acknowledge want make use nonwhite stupidity cause misery us wish seek truth ,Of course White race tend smartest race many nonwhites either stupid acknowledge want make use nonwhite stupidity cause misery us wish seek truth 
hate-speech-dataset,I'm not wasting my time watching that .,0,I m wasting time watching ,I m wasting time watching 
hate-speech-dataset,But how does one objectively distinguish a racist white gun owner from a non racist one ?,0,But one objectively distinguish racist white gun owner non racist one ,But one objectively distinguish racist white gun owner non racist one 
hate-speech-dataset,I ca n't wait to move to an area where I can be surrounded by racist white folks with guns .,0,I ca nt wait move area I surrounded racist white folks guns ,I ca nt wait move area I surrounded racist white folks guns 
hate-speech-dataset,Sounds like paradise to me .,0,Sounds like paradise ,Sounds like paradise 
hate-speech-dataset,If half White non negro and Jew are Pro White and do n't reproduce then they are ok .,2,If half White non negro Jew Pro White nt reproduce ok ,If half White non negro Jew Pro White nt reproduce ok 
hate-speech-dataset,I do n't encourage race mixing by the way .,0,I nt encourage race mixing way ,I nt encourage race mixing way 
hate-speech-dataset,yes its the year 2014 and Israel is still hiding behind walls and military instead of embracing there fellow Humans .,0,yes year  Israel still hiding behind walls military instead embracing fellow Humans ,yes year  Israel still hiding behind walls military instead embracing fellow Humans 
hate-speech-dataset,Its all very sad .,0,Its sad ,Its sad 
hate-speech-dataset,"Eyes Wide Open , Just saw this link posted elsewhere and thought it relating to what you said .",0,Eyes Wide Open  Just saw link posted elsewhere thought relating said ,Eyes Wide Open  Just saw link posted elsewhere thought relating said 
hate-speech-dataset,A Male Patient May Have Just Brought Ebola To New York City From West Africa A Male Patient May Have Just Brought Ebola To New York City From West Africa,0,A Male Patient May Have Just Brought Ebola To New York City From West Africa A Male Patient May Have Just Brought Ebola To New York City From West Africa,A Male Patient May Have Just Brought Ebola To New York City From West Africa A Male Patient May Have Just Brought Ebola To New York City From West Africa
hate-speech-dataset,"So, even though the study was based upon the differences between every individual , they found enough data to conclude that specific races do indeed have different genetical coding ...... almost by accident .",0,So  even though study based upon differences every individual  found enough data conclude specific races indeed different genetical coding  almost accident ,So  even though study based upon differences every individual  found enough data conclude specific races indeed different genetical coding  almost accident 
hate-speech-dataset,Something must be done to halt this terrible wave of immigrants entering Britain .,2,Something must done halt terrible wave immigrants entering Britain ,Something must done halt terrible wave immigrants entering Britain 
hate-speech-dataset,If it continues England will become a cesspool of sh * * pardon my English,2,If continues England become cesspool sh   pardon English,If continues England become cesspool sh   pardon English
hate-speech-dataset,"liberals hate fox news , obama hates fox news. they must be doing something at least a little bit less evil than the other stations .",0,liberals hate fox news  obama hates fox news  must something least little bit less evil stations ,liberals hate fox news  obama hates fox news  must something least little bit less evil stations 
hate-speech-dataset,I think that 's rather extreme !,0,I think s rather extreme ,I think s rather extreme 
hate-speech-dataset,Why not just kick out all those Africans ?,2,Why kick Africans ,Why kick Africans 
hate-speech-dataset,Why do they have all these Africans there anyway ?,0,Why Africans anyway ,Why Africans anyway 
hate-speech-dataset,Hopefully these video 's can wake you all up abit - [ youtube ] twHzXN3kNTs [ /youtube ] [ youtube ] DiLbAEQqrqY [ /youtube ] [ youtube ] x9QNKB34cJo [ /youtube ] [ youtube ] LZf _ Ag7SmxI [ /youtube ] Oppression and Violence ?,0,Hopefully video s wake abit      DiLbAEQqrqY      LZf    Oppression Violence ,Hopefully video s wake abit      DiLbAEQqrqY      LZf    Oppression Violence 
hate-speech-dataset,"What about this - [ youtube ] 6rNF0-xk4Xg [ /youtube ] Seems slightly hypocritical , no ?",0,What     Seems slightly hypocritical  ,What     Seems slightly hypocritical  
hate-speech-dataset,This had me falling down laughing .,0,This falling laughing ,This falling laughing 
hate-speech-dataset,They 'd be ostracized for including a scene like this in a Disney movie today .,0,They d ostracized including scene like Disney movie today ,They d ostracized including scene like Disney movie today 
hate-speech-dataset,88 In the end is victory,0,In end victory,In end victory
hate-speech-dataset,I understand this post is depressing .,0,I understand post depressing ,I understand post depressing 
hate-speech-dataset,"I 'm not trolling , but venting .",0,I m trolling  venting ,I m trolling  venting 
hate-speech-dataset,More Whites would March in a Black Pride march than a White one .,0,More Whites would March Black Pride march White one ,More Whites would March Black Pride march White one 
hate-speech-dataset,I have no problem with Black Pride .,0,I problem Black Pride ,I problem Black Pride 
hate-speech-dataset,I even support it .,0,I even support ,I even support 
hate-speech-dataset,The problem arises is that the same Whites who will march for Black Pride will call a White March racist .,0,The problem arises Whites march Black Pride call White March racist ,The problem arises Whites march Black Pride call White March racist 
hate-speech-dataset,Is n't that contradicting themselves ?,0,Is nt contradicting ,Is nt contradicting 
hate-speech-dataset,No instead we will pump whitey full of chemicals via the food chain to reduce their collective IQ down to the level of blacks .,2,No instead pump whitey full chemicals via food chain reduce collective IQ level blacks ,No instead pump whitey full chemicals via food chain reduce collective IQ level blacks 
hate-speech-dataset,Then we will create a Marxist style school system to further dumb them down and reduce them to obedient global citizens .,2,Then create Marxist style school system dumb reduce obedient global citizens ,Then create Marxist style school system dumb reduce obedient global citizens 
hate-speech-dataset,Then we can all live in a global utopia with the Jew running the show - cant wait Nothing short of a brain transplant is going to raise a Negroes IQ .,2,Then live global utopia Jew running show  cant wait Nothing short brain transplant going raise Negroes IQ ,Then live global utopia Jew running show  cant wait Nothing short brain transplant going raise Negroes IQ 
hate-speech-dataset,"According to research , we human are all originated from Africa .",0,According research  human originated Africa ,According research  human originated Africa 
hate-speech-dataset,So are you African then ?,0,So African ,So African 
hate-speech-dataset,NATIVE = WHO REACHED THE LAND FIRST,0,NATIVE  WHO REACHED THE LAND FIRST,NATIVE  WHO REACHED THE LAND FIRST
hate-speech-dataset,"why do you white nationalist try to spread fear in blacks saying that the jews do not care for them. jews are the reason affirmative action is in place which allows us to take your jobs. jews are the reason so many blacks have become rich including myself. so why do you think their just using us ? jews are your enemy and so are we so what you feel you need to do is make your enemy against each other. is that right. you want blacks against the jews. well guess what , not goinna happen. the jews needs blacks as much as blacks need the jews and together they are a force to be recon with .",0,white nationalist try spread fear blacks saying jews care  jews reason affirmative action place allows us take jobs  jews reason many blacks become rich including  think using us  jews enemy feel need make enemy  right  want blacks jews  well guess  goinna happen  jews needs blacks much blacks need jews together force recon ,white nationalist try spread fear blacks saying jews care  jews reason affirmative action place allows us take jobs  jews reason many blacks become rich including  think using us  jews enemy feel need make enemy  right  want blacks jews  well guess  goinna happen  jews needs blacks much blacks need jews together force recon 
hate-speech-dataset,"It is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",2,It important people realize gays want gay marriage  desire sort government paperwork  seeking right adopt defenseless children ,It important people realize gays want gay marriage  desire sort government paperwork  seeking right adopt defenseless children 
hate-speech-dataset,"I will have to reply to many other users here who have written some incorrect posts about all this , but I do n't have time right now .",0,I reply many users written incorrect posts  I nt time right ,I reply many users written incorrect posts  I nt time right 
hate-speech-dataset,"Hilarious bit of irony there , seeing as many whites had blacks do all the hard stuff for them for the first hundred years of the US or so , for FREE .",0,Hilarious bit irony  seeing many whites blacks hard stuff first hundred years US  FREE ,Hilarious bit irony  seeing many whites blacks hard stuff first hundred years US  FREE 
hate-speech-dataset,So you use the jew run media brainwashing service to give credit to soo few black people ?,2,So use jew run media brainwashing service give credit soo black people ,So use jew run media brainwashing service give credit soo black people 
hate-speech-dataset,FBI ?,0,FBI ,FBI 
hate-speech-dataset,Homepage < < Go and check out what your homies are up too .,0,Homepage   Go check homies ,Homepage   Go check homies 
hate-speech-dataset,Virtually all of those rapes are committed by non-whites .,0,Virtually rapes committed nonwhites ,Virtually rapes committed nonwhites 
hate-speech-dataset,That stat has been sourced on here many many times before ( see post above -- sourced yet again . . . ) .,0,That stat sourced many many times  see post  sourced yet     ,That stat sourced many many times  see post  sourced yet     
hate-speech-dataset,Second to the last stat : virtually all gang rapes in Sweden are committed by non-whites .,0,Second last stat  virtually gang rapes Sweden committed nonwhites ,Second last stat  virtually gang rapes Sweden committed nonwhites 
hate-speech-dataset,Virtually all means ~ 100 % .,0,Virtually means    ,Virtually means    
hate-speech-dataset,Last stat : you are a troll and a homo .,0,Last stat  troll homo ,Last stat  troll homo 
hate-speech-dataset,I have to say as a person who loves learning this site has me continually looking up and researching parts of history I have never really thought about before .,0,I say person loves learning site continually looking researching parts history I never really thought ,I say person loves learning site continually looking researching parts history I never really thought 
hate-speech-dataset,Discuss.,0,Discuss ,Discuss 
hate-speech-dataset,Are you often sometimes jealous of other people and wish to have their life style even if it meant switching to a different race ?,0,Are often sometimes jealous people wish life style even meant switching different race ,Are often sometimes jealous people wish life style even meant switching different race 
hate-speech-dataset,This person needs to disappear .,0,This person needs disappear ,This person needs disappear 
hate-speech-dataset,"In all likelyhood , it 's jews painting the road of skank for her to follow .",2,In likelyhood  s jews painting road skank follow ,In likelyhood  s jews painting road skank follow 
hate-speech-dataset,I really hope she overdoses or something .,0,I really hope overdoses something ,I really hope overdoses something 
hate-speech-dataset,I think they 're not White and dont belong in White nations .,0,I think re White dont belong White nations ,I think re White dont belong White nations 
hate-speech-dataset,This is the exact same thing I think about every non White group .,0,This exact thing I think every non White group ,This exact thing I think every non White group 
hate-speech-dataset,There is no hierarchy where we feel differently about non White group X than we do group Y. Non White is non White .,0,There hierarchy feel differently non White group X group Y  Non White non White ,There hierarchy feel differently non White group X group Y  Non White non White 
hate-speech-dataset,We knew that these structures were built by sub-saharan blacks in the same way we knew that the civilization Greek and Romanian built by white Europeans .,0,We knew structures built subsaharan blacks way knew civilization Greek Romanian built white Europeans ,We knew structures built subsaharan blacks way knew civilization Greek Romanian built white Europeans 
hate-speech-dataset,You just do n't get it .,0,You nt get ,You nt get 
hate-speech-dataset,Character means more than intelligence .,0,Character means intelligence ,Character means intelligence 
hate-speech-dataset,Wolves and dogs have been living on this planet for thousands of years because they work together .,0,Wolves dogs living planet thousands years work together ,Wolves dogs living planet thousands years work together 
hate-speech-dataset,They have a hierarchy .,0,They hierarchy ,They hierarchy 
hate-speech-dataset,Same with ants .,0,Same ants ,Same ants 
hate-speech-dataset,Ants can create their own civilization because they have a monarchy .,0,Ants create civilization monarchy ,Ants create civilization monarchy 
hate-speech-dataset,They follow the queen ant and would die for her .,0,They follow queen ant would die ,They follow queen ant would die 
hate-speech-dataset,Just like other wolves will fight and die for each other .,0,Just like wolves fight die ,Just like wolves fight die 
hate-speech-dataset,"If 100 stupid people were all alone in some forest but they had honor and were willing to work together , they can create a civilization or form some type of hierarchy .",0,If  stupid people alone forest honor willing work together  create civilization form type hierarchy ,If  stupid people alone forest honor willing work together  create civilization form type hierarchy 
hate-speech-dataset,"Im might be a little late on the subject , but i laughed my ass off when i saw the `` Near East '' WTF is that ?!! lol lmao",0,Im might little late subject  laughed ass saw  Near East  WTF    lol lmao,Im might little late subject  laughed ass saw  Near East  WTF    lol lmao
hate-speech-dataset,"Listen, I admire you for wanting to make the negroes feel better about themselves , but the evidence FOR race is overwhelming .",0,Listen  I admire wanting make negroes feel better  evidence FOR race overwhelming ,Listen  I admire wanting make negroes feel better  evidence FOR race overwhelming 
hate-speech-dataset,You see a ripped guy like that and wonder why that sexy type of woman would n't go out with internet warrior nerds like you ?,0,You see ripped guy like wonder sexy type woman would nt go internet warrior nerds like ,You see ripped guy like wonder sexy type woman would nt go internet warrior nerds like 
hate-speech-dataset,This is completely disgusting ... How can we continue to house these people who have complete contempt for us and all our laws and customs ?,2,This completely disgusting  How continue house people complete contempt us laws customs ,This completely disgusting  How continue house people complete contempt us laws customs 
hate-speech-dataset,Check out what I 've been doing .,0,Check I ve ,Check I ve 
hate-speech-dataset,It 's * * * * in ' deadly !,0,It s      deadly ,It s      deadly 
hate-speech-dataset,German Knight symbols for my company WarChief - the Academy of Unconventional Warfare .,0,German Knight symbols company WarChief  Academy Unconventional Warfare ,German Knight symbols company WarChief  Academy Unconventional Warfare 
hate-speech-dataset,So far only on teespring under Warchief .,0,So far teespring Warchief ,So far teespring Warchief 
hate-speech-dataset,N,0,N,N
hate-speech-dataset,"In the old days private security and armed whites would take care of this , but maybe the negros are fighting smarter by taking on soft-targets ?",0,In old days private security armed whites would take care  maybe negros fighting smarter taking softtargets ,In old days private security armed whites would take care  maybe negros fighting smarter taking softtargets 
hate-speech-dataset,Tell that scumbag teacher if the jews in Israel should become a miniority or be taken over by arabs .,0,Tell scumbag teacher jews Israel become miniority taken arabs ,Tell scumbag teacher jews Israel become miniority taken arabs 
hate-speech-dataset,Lets see what he says .,0,Lets see says ,Lets see says 
hate-speech-dataset,At the moment the situation is dire .,0,At moment situation dire ,At moment situation dire 
hate-speech-dataset,"There is no water , food is overly expensive and the president gets away with corruption .",0,There water  food overly expensive president gets away corruption ,There water  food overly expensive president gets away corruption 
hate-speech-dataset,This is crazy .,0,This crazy ,This crazy 
hate-speech-dataset,Keep your eyes open at all times for fallen powerlines .,0,Keep eyes open times fallen powerlines ,Keep eyes open times fallen powerlines 
hate-speech-dataset,A man was electrocuted a couple weeks ago on the courtney campbell causeway trail .,0,A man electrocuted couple weeks ago courtney campbell causeway trail ,A man electrocuted couple weeks ago courtney campbell causeway trail 
hate-speech-dataset,"I ride that trail several times a week , so it hit home with me .",0,I ride trail several times week  hit home ,I ride trail several times week  hit home 
hate-speech-dataset,"According to a lawyer , it is not a good idea to file online .",0,According lawyer  good idea file online ,According lawyer  good idea file online 
hate-speech-dataset,Keep it safe and file on paper always he recommended .,0,Keep safe file paper always recommended ,Keep safe file paper always recommended 
hate-speech-dataset,"I hope so , but I would still like to thank you Day of Vengeance for bringing up to my attention the issue mentioned above Thank you for caring Day of Vengeance .",0,I hope  I would still like thank Day Vengeance bringing attention issue mentioned Thank caring Day Vengeance ,I hope  I would still like thank Day Vengeance bringing attention issue mentioned Thank caring Day Vengeance 
hate-speech-dataset,"Half Italian on my father 's side , my mother 's white but was adopted so half of me is a mystery .",0,Half Italian father s side  mother s white adopted half mystery ,Half Italian father s side  mother s white adopted half mystery 
hate-speech-dataset,I know she was white though,0,I know white though,I know white though
hate-speech-dataset,There are a few big name books used in many colleges .,0,There big name books used many colleges ,There big name books used many colleges 
hate-speech-dataset,Campbell 's Biology and Wade 's organic chemistry for example .,0,Campbell s Biology Wade s organic chemistry example ,Campbell s Biology Wade s organic chemistry example 
hate-speech-dataset,"Welcome, Always be proud of being white .",0,Welcome  Always proud white ,Welcome  Always proud white 
hate-speech-dataset,"We are the only race that is not allowed to , so always show your pride .",0,We race allowed  always show pride ,We race allowed  always show pride 
hate-speech-dataset,It really pisses of the liberal leftist,2,It really pisses liberal leftist,It really pisses liberal leftist
hate-speech-dataset,Well it was great having you out and we look forward to having you at future events and social gatherings .,0,Well great look forward future events social gatherings ,Well great look forward future events social gatherings 
hate-speech-dataset,Thanks for coming,0,Thanks coming,Thanks coming
hate-speech-dataset,I've seen that game at the store before .,0,I ve seen game store ,I ve seen game store 
hate-speech-dataset,"The moment I saw the hammer & sickle on the cover , I practically threw the game back onto the shelf and walked away .",0,The moment I saw hammer  sickle cover  I practically threw game back onto shelf walked away ,The moment I saw hammer  sickle cover  I practically threw game back onto shelf walked away 
hate-speech-dataset,"Good tune though , but ' tis used to praise a terrible tyrannic Empire .",0,Good tune though   tis used praise terrible tyrannic Empire ,Good tune though   tis used praise terrible tyrannic Empire 
hate-speech-dataset,"Classical music is amazing but it 's no good for the gym , I have to play some metal for that , a new band I have started listening to called Spellblast fits the bill nicely .",0,Classical music amazing s good gym  I play metal  new band I started listening called Spellblast fits bill nicely ,Classical music amazing s good gym  I play metal  new band I started listening called Spellblast fits bill nicely 
hate-speech-dataset,http://www.spellblast.com/,0,http  ,http  
hate-speech-dataset,"The highes gothic altar ever built This altar is placed in church of st. Jakub , in town Levoča .",0,The highes gothic altar ever built This altar placed church st Jakub  town Levoča ,The highes gothic altar ever built This altar placed church st Jakub  town Levoča 
hate-speech-dataset,"It was built between years 1508 - 1510 , by Majster Pavol z Levoče ( Master Paul of Levoča ) .",0,It built years     Majster Pavol z Levoče  Master Paul Levoča  ,It built years     Majster Pavol z Levoče  Master Paul Levoča  
hate-speech-dataset,"Its height reaches 18,62 m .",0,Its height reaches  ,Its height reaches  
hate-speech-dataset,Youtube has several dozen Holocaust Revisionist videos .,0,Youtube several dozen Holocaust Revisionist videos ,Youtube several dozen Holocaust Revisionist videos 
