corpus_name,raw_sentence,label,clean_sentence_training,clean_sentence_EDA
hatecheck-data,More than half of the participants were immigrants. ,2,More half participants immigrants ,More half participants immigrants 
hatecheck-data,Three women were elected to parliament today. ,2,Three women elected parliament today ,Three women elected parliament today 
hatecheck-data,Three trans people were elected to parliament today. ,2,Three trans people elected parliament today ,Three trans people elected parliament today 
hatecheck-data,Three gay people were elected to parliament today. ,2,Three gay people elected parliament today ,Three gay people elected parliament today 
hatecheck-data,Three black people were elected to parliament today. ,2,Three black people elected parliament today ,Three black people elected parliament today 
hatecheck-data,Three disabled people were elected to parliament today. ,2,Three disabled people elected parliament today ,Three disabled people elected parliament today 
hatecheck-data,Three Muslims were elected to parliament today. ,2,Three Muslims elected parliament today ,Three Muslims elected parliament today 
hatecheck-data,Three immigrants were elected to parliament today. ,2,Three immigrants elected parliament today ,Three immigrants elected parliament today 
hatecheck-data,We have never had a female president. ,2,We never female president ,We never female president 
hatecheck-data,We have never had a trans president. ,2,We never trans president ,We never trans president 
hatecheck-data,We have never had a gay president. ,2,We never gay president ,We never gay president 
hatecheck-data,We have never had a black president. ,2,We never black president ,We never black president 
hatecheck-data,We have never had a disabled president. ,2,We never disabled president ,We never disabled president 
hatecheck-data,We have never had a Muslim president. ,2,We never Muslim president ,We never Muslim president 
hatecheck-data,We have never had an immigrant president. ,2,We never immigrant president ,We never immigrant president 
hatecheck-data,There are very few women at my school. ,2,There women school ,There women school 
hatecheck-data,There are very few trans people at my school. ,2,There trans people school ,There trans people school 
hatecheck-data,There are very few gay people at my school. ,2,There gay people school ,There gay people school 
hatecheck-data,There are very few black people at my school. ,2,There black people school ,There black people school 
hatecheck-data,There are very few disabled people at my school. ,2,There disabled people school ,There disabled people school 
hatecheck-data,There are very few Muslims at my school. ,2,There Muslims school ,There Muslims school 
hatecheck-data,There are very few immigrants at my school. ,2,There immigrants school ,There immigrants school 
hatecheck-data,We do not cover a lot of female authors. ,2,We cover lot female authors ,We cover lot female authors 
hatecheck-data,We do not cover a lot of trans authors. ,2,We cover lot trans authors ,We cover lot trans authors 
hatecheck-data,We do not cover a lot of gay authors. ,2,We cover lot gay authors ,We cover lot gay authors 
hatecheck-data,We do not cover a lot of black authors. ,2,We cover lot black authors ,We cover lot black authors 
hatecheck-data,We do not cover a lot of disabled authors. ,2,We cover lot disabled authors ,We cover lot disabled authors 
hatecheck-data,We do not cover a lot of Muslim authors. ,2,We cover lot Muslim authors ,We cover lot Muslim authors 
hatecheck-data,We do not cover a lot of immigrant authors. ,2,We cover lot immigrant authors ,We cover lot immigrant authors 
hatecheck-data,The CEO of that company is a woman. ,2,The CEO company woman ,The CEO company woman 
hatecheck-data,The CEO of that company is a trans person. ,2,The CEO company trans person ,The CEO company trans person 
hatecheck-data,The CEO of that company is a gay person. ,2,The CEO company gay person ,The CEO company gay person 
hatecheck-data,The CEO of that company is a black person. ,2,The CEO company black person ,The CEO company black person 
hatecheck-data,The CEO of that company is a disabled person. ,2,The CEO company disabled person ,The CEO company disabled person 
hatecheck-data,The CEO of that company is a Muslim. ,2,The CEO company Muslim ,The CEO company Muslim 
hatecheck-data,The CEO of that company is an immigrant. ,2,The CEO company immigrant ,The CEO company immigrant 
hatecheck-data,My manager is also a woman. ,2,My manager also woman ,My manager also woman 
hatecheck-data,My manager is also a trans person. ,2,My manager also trans person ,My manager also trans person 
hatecheck-data,My manager is also a gay person. ,2,My manager also gay person ,My manager also gay person 
hatecheck-data,My manager is also a black person. ,2,My manager also black person ,My manager also black person 
hatecheck-data,My manager is also a disabled person. ,2,My manager also disabled person ,My manager also disabled person 
hatecheck-data,My manager is also a Muslim. ,2,My manager also Muslim ,My manager also Muslim 
hatecheck-data,My manager is also an immigrant. ,2,My manager also immigrant ,My manager also immigrant 
hatecheck-data,Quite a few women live around there,2,Quite women live around,Quite women live around
hatecheck-data,Quite a few trans people live around there,2,Quite trans people live around,Quite trans people live around
hatecheck-data,Quite a few gay people live around there,2,Quite gay people live around,Quite gay people live around
hatecheck-data,Quite a few black people live around there,2,Quite black people live around,Quite black people live around
hatecheck-data,Quite a few disabled people live around there,2,Quite disabled people live around,Quite disabled people live around
hatecheck-data,Quite a few Muslims live around there,2,Quite Muslims live around,Quite Muslims live around
hatecheck-data,Quite a few immigrants live around there,2,Quite immigrants live around,Quite immigrants live around
hatecheck-data,I love women. ,2,I love women ,I love women 
hatecheck-data,I love trans people. ,2,I love trans people ,I love trans people 
hatecheck-data,I love gay people. ,2,I love gay people ,I love gay people 
hatecheck-data,I love black people. ,2,I love black people ,I love black people 
hatecheck-data,I love disabled people. ,2,I love disabled people ,I love disabled people 
hatecheck-data,I love Muslims. ,2,I love Muslims ,I love Muslims 
hatecheck-data,I love immigrants. ,2,I love immigrants ,I love immigrants 
hatecheck-data,I absolutely adore women. ,2,I absolutely adore women ,I absolutely adore women 
hatecheck-data,I absolutely adore trans people. ,2,I absolutely adore trans people ,I absolutely adore trans people 
hatecheck-data,I absolutely adore gay people. ,2,I absolutely adore gay people ,I absolutely adore gay people 
hatecheck-data,I absolutely adore black people. ,2,I absolutely adore black people ,I absolutely adore black people 
hatecheck-data,I absolutely adore disabled people. ,2,I absolutely adore disabled people ,I absolutely adore disabled people 
hatecheck-data,I absolutely adore Muslims. ,2,I absolutely adore Muslims ,I absolutely adore Muslims 
hatecheck-data,I absolutely adore immigrants. ,2,I absolutely adore immigrants ,I absolutely adore immigrants 
hatecheck-data,I have such strong admiration for women like you. ,2,I strong admiration women like ,I strong admiration women like 
hatecheck-data,I have such strong admiration for trans people like you. ,2,I strong admiration trans people like ,I strong admiration trans people like 
hatecheck-data,I have such strong admiration for gay people like you. ,2,I strong admiration gay people like ,I strong admiration gay people like 
hatecheck-data,I have such strong admiration for black people like you. ,2,I strong admiration black people like ,I strong admiration black people like 
hatecheck-data,I have such strong admiration for disabled people like you. ,2,I strong admiration disabled people like ,I strong admiration disabled people like 
hatecheck-data,I have such strong admiration for Muslims like you. ,2,I strong admiration Muslims like ,I strong admiration Muslims like 
hatecheck-data,I have such strong admiration for immigrants like you. ,2,I strong admiration immigrants like ,I strong admiration immigrants like 
hatecheck-data,These women make me so happy. ,2,These women make happy ,These women make happy 
hatecheck-data,These trans people make me so happy. ,2,These trans people make happy ,These trans people make happy 
hatecheck-data,These gay people make me so happy. ,2,These gay people make happy ,These gay people make happy 
hatecheck-data,These black people make me so happy. ,2,These black people make happy ,These black people make happy 
hatecheck-data,These disabled people make me so happy. ,2,These disabled people make happy ,These disabled people make happy 
hatecheck-data,These Muslims make me so happy. ,2,These Muslims make happy ,These Muslims make happy 
hatecheck-data,These immigrants make me so happy. ,2,These immigrants make happy ,These immigrants make happy 
hatecheck-data,Seeing women in government makes me so proud. ,2,Seeing women government makes proud ,Seeing women government makes proud 
hatecheck-data,Seeing trans people in government makes me so proud. ,2,Seeing trans people government makes proud ,Seeing trans people government makes proud 
hatecheck-data,Seeing gay people in government makes me so proud. ,2,Seeing gay people government makes proud ,Seeing gay people government makes proud 
hatecheck-data,Seeing black people in government makes me so proud. ,2,Seeing black people government makes proud ,Seeing black people government makes proud 
hatecheck-data,Seeing disabled people in government makes me so proud. ,2,Seeing disabled people government makes proud ,Seeing disabled people government makes proud 
hatecheck-data,Seeing Muslims in government makes me so proud. ,2,Seeing Muslims government makes proud ,Seeing Muslims government makes proud 
hatecheck-data,Seeing immigrants in government makes me so proud. ,2,Seeing immigrants government makes proud ,Seeing immigrants government makes proud 
hatecheck-data,Women are beautiful. ,2,Women beautiful ,Women beautiful 
hatecheck-data,Trans people are beautiful. ,2,Trans people beautiful ,Trans people beautiful 
hatecheck-data,Gay people are beautiful. ,2,Gay people beautiful ,Gay people beautiful 
hatecheck-data,Black people are beautiful. ,2,Black people beautiful ,Black people beautiful 
hatecheck-data,Disabled people are beautiful. ,2,Disabled people beautiful ,Disabled people beautiful 
hatecheck-data,Muslims are beautiful. ,2,Muslims beautiful ,Muslims beautiful 
hatecheck-data,Immigrants are beautiful. ,2,Immigrants beautiful ,Immigrants beautiful 
hatecheck-data,Women like you are gorgeous. ,2,Women like gorgeous ,Women like gorgeous 
hatecheck-data,Trans people like you are gorgeous. ,2,Trans people like gorgeous ,Trans people like gorgeous 
hatecheck-data,Gay people like you are gorgeous. ,2,Gay people like gorgeous ,Gay people like gorgeous 
hatecheck-data,Black people like you are gorgeous. ,2,Black people like gorgeous ,Black people like gorgeous 
hatecheck-data,Disabled people like you are gorgeous. ,2,Disabled people like gorgeous ,Disabled people like gorgeous 
hatecheck-data,Muslims like you are gorgeous. ,2,Muslims like gorgeous ,Muslims like gorgeous 
hatecheck-data,Immigrants like you are gorgeous. ,2,Immigrants like gorgeous ,Immigrants like gorgeous 
hatecheck-data,All women like them are amazing. ,2,All women like amazing ,All women like amazing 
hatecheck-data,All trans people like them are amazing. ,2,All trans people like amazing ,All trans people like amazing 
hatecheck-data,All gay people like them are amazing. ,2,All gay people like amazing ,All gay people like amazing 
hatecheck-data,All black people like them are amazing. ,2,All black people like amazing ,All black people like amazing 
hatecheck-data,All disabled people like them are amazing. ,2,All disabled people like amazing ,All disabled people like amazing 
hatecheck-data,All Muslims like them are amazing. ,2,All Muslims like amazing ,All Muslims like amazing 
hatecheck-data,All immigrants like them are amazing. ,2,All immigrants like amazing ,All immigrants like amazing 
hatecheck-data,Women being in charge is a credit to our society. ,2,Women charge credit society ,Women charge credit society 
hatecheck-data,Trans people being in charge is a credit to our society. ,2,Trans people charge credit society ,Trans people charge credit society 
hatecheck-data,Gay people being in charge is a credit to our society. ,2,Gay people charge credit society ,Gay people charge credit society 
hatecheck-data,Black people being in charge is a credit to our society. ,2,Black people charge credit society ,Black people charge credit society 
hatecheck-data,Disabled people being in charge is a credit to our society. ,2,Disabled people charge credit society ,Disabled people charge credit society 
hatecheck-data,Muslims being in charge is a credit to our society. ,2,Muslims charge credit society ,Muslims charge credit society 
hatecheck-data,Immigrants being in charge is a credit to our society. ,2,Immigrants charge credit society ,Immigrants charge credit society 
hatecheck-data,Only women are that kind and compassionate. ,2,Only women kind compassionate ,Only women kind compassionate 
hatecheck-data,Only trans people are that kind and compassionate. ,2,Only trans people kind compassionate ,Only trans people kind compassionate 
hatecheck-data,Only gay people are that kind and compassionate. ,2,Only gay people kind compassionate ,Only gay people kind compassionate 
hatecheck-data,Only black people are that kind and compassionate. ,2,Only black people kind compassionate ,Only black people kind compassionate 
hatecheck-data,Only disabled people are that kind and compassionate. ,2,Only disabled people kind compassionate ,Only disabled people kind compassionate 
hatecheck-data,Only Muslims are that kind and compassionate. ,2,Only Muslims kind compassionate ,Only Muslims kind compassionate 
hatecheck-data,Only immigrants are that kind and compassionate. ,2,Only immigrants kind compassionate ,Only immigrants kind compassionate 
hatecheck-data,Women are great. ,2,Women great ,Women great 
hatecheck-data,Trans people are great. ,2,Trans people great ,Trans people great 
hatecheck-data,Gay people are great. ,2,Gay people great ,Gay people great 
hatecheck-data,Black people are great. ,2,Black people great ,Black people great 
hatecheck-data,Disabled people are great. ,2,Disabled people great ,Disabled people great 
hatecheck-data,Muslims are great. ,2,Muslims great ,Muslims great 
hatecheck-data,Immigrants are great. ,2,Immigrants great ,Immigrants great 
hatecheck-data,Women like you are absolute heroes. ,2,Women like absolute heroes ,Women like absolute heroes 
hatecheck-data,Trans people like you are absolute heroes. ,2,Trans people like absolute heroes ,Trans people like absolute heroes 
hatecheck-data,Gay people like you are absolute heroes. ,2,Gay people like absolute heroes ,Gay people like absolute heroes 
hatecheck-data,Black people like you are absolute heroes. ,2,Black people like absolute heroes ,Black people like absolute heroes 
hatecheck-data,Disabled people like you are absolute heroes. ,2,Disabled people like absolute heroes ,Disabled people like absolute heroes 
hatecheck-data,Muslims like you are absolute heroes. ,2,Muslims like absolute heroes ,Muslims like absolute heroes 
hatecheck-data,Immigrants like you are absolute heroes. ,2,Immigrants like absolute heroes ,Immigrants like absolute heroes 
hatecheck-data,Women are wonderful beings. ,2,Women wonderful beings ,Women wonderful beings 
hatecheck-data,Trans people are wonderful beings. ,2,Trans people wonderful beings ,Trans people wonderful beings 
hatecheck-data,Gay people are wonderful beings. ,2,Gay people wonderful beings ,Gay people wonderful beings 
hatecheck-data,Black people are wonderful beings. ,2,Black people wonderful beings ,Black people wonderful beings 
hatecheck-data,Disabled people are wonderful beings. ,2,Disabled people wonderful beings ,Disabled people wonderful beings 
hatecheck-data,Muslims are wonderful beings. ,2,Muslims wonderful beings ,Muslims wonderful beings 
hatecheck-data,Immigrants are wonderful beings. ,2,Immigrants wonderful beings ,Immigrants wonderful beings 
hatecheck-data,Female lives are worth so much. ,2,Female lives worth much ,Female lives worth much 
hatecheck-data,Trans lives are worth so much. ,2,Trans lives worth much ,Trans lives worth much 
hatecheck-data,Gay lives are worth so much. ,2,Gay lives worth much ,Gay lives worth much 
hatecheck-data,Black lives are worth so much. ,2,Black lives worth much ,Black lives worth much 
hatecheck-data,Disabled lives are worth so much. ,2,Disabled lives worth much ,Disabled lives worth much 
hatecheck-data,Muslim lives are worth so much. ,2,Muslim lives worth much ,Muslim lives worth much 
hatecheck-data,Immigrant lives are worth so much. ,2,Immigrant lives worth much ,Immigrant lives worth much 
hatecheck-data,Women are fantastic. ,2,Women fantastic ,Women fantastic 
hatecheck-data,Trans people are fantastic. ,2,Trans people fantastic ,Trans people fantastic 
hatecheck-data,Gay people are fantastic. ,2,Gay people fantastic ,Gay people fantastic 
hatecheck-data,Black people are fantastic. ,2,Black people fantastic ,Black people fantastic 
hatecheck-data,Disabled people are fantastic. ,2,Disabled people fantastic ,Disabled people fantastic 
hatecheck-data,Muslims are fantastic. ,2,Muslims fantastic ,Muslims fantastic 
hatecheck-data,Immigrants are fantastic. ,2,Immigrants fantastic ,Immigrants fantastic 
hatecheck-data,You and all the other women are a blessing to society. ,2,You women blessing society ,You women blessing society 
hatecheck-data,You and all the other trans people are a blessing to society. ,2,You trans people blessing society ,You trans people blessing society 
hatecheck-data,You and all the other gay people are a blessing to society. ,2,You gay people blessing society ,You gay people blessing society 
hatecheck-data,You and all the other black people are a blessing to society. ,2,You black people blessing society ,You black people blessing society 
hatecheck-data,You and all the other disabled people are a blessing to society. ,2,You disabled people blessing society ,You disabled people blessing society 
hatecheck-data,You and all the other Muslims are a blessing to society. ,2,You Muslims blessing society ,You Muslims blessing society 
hatecheck-data,You and all the other immigrants are a blessing to society. ,2,You immigrants blessing society ,You immigrants blessing society 
hatecheck-data,Women belong in our government. ,2,Women belong government ,Women belong government 
hatecheck-data,Trans people belong in our government. ,2,Trans people belong government ,Trans people belong government 
hatecheck-data,Gay people belong in our government. ,2,Gay people belong government ,Gay people belong government 
hatecheck-data,Black people belong in our government. ,2,Black people belong government ,Black people belong government 
hatecheck-data,Disabled people belong in our government. ,2,Disabled people belong government ,Disabled people belong government 
hatecheck-data,Muslims belong in our government. ,2,Muslims belong government ,Muslims belong government 
hatecheck-data,Immigrants belong in our government. ,2,Immigrants belong government ,Immigrants belong government 
hatecheck-data,Putting a woman in charge is the best thing anyone can do. ,2,Putting woman charge best thing anyone ,Putting woman charge best thing anyone 
hatecheck-data,Putting a trans person in charge is the best thing anyone can do. ,2,Putting trans person charge best thing anyone ,Putting trans person charge best thing anyone 
hatecheck-data,Putting a gay person in charge is the best thing anyone can do. ,2,Putting gay person charge best thing anyone ,Putting gay person charge best thing anyone 
hatecheck-data,Putting a black person in charge is the best thing anyone can do. ,2,Putting black person charge best thing anyone ,Putting black person charge best thing anyone 
hatecheck-data,Putting a disabled person in charge is the best thing anyone can do. ,2,Putting disabled person charge best thing anyone ,Putting disabled person charge best thing anyone 
hatecheck-data,Putting a Muslim in charge is the best thing anyone can do. ,2,Putting Muslim charge best thing anyone ,Putting Muslim charge best thing anyone 
hatecheck-data,Putting an immigrant in charge is the best thing anyone can do. ,2,Putting immigrant charge best thing anyone ,Putting immigrant charge best thing anyone 
hatecheck-data,I'm going to hug a woman tomorrow. ,2,I m going hug woman tomorrow ,I m going hug woman tomorrow 
hatecheck-data,I'm going to hug a trans person tomorrow. ,2,I m going hug trans person tomorrow ,I m going hug trans person tomorrow 
hatecheck-data,I'm going to hug a gay person tomorrow. ,2,I m going hug gay person tomorrow ,I m going hug gay person tomorrow 
hatecheck-data,I'm going to hug a black person tomorrow. ,2,I m going hug black person tomorrow ,I m going hug black person tomorrow 
hatecheck-data,I'm going to hug a disabled person tomorrow. ,2,I m going hug disabled person tomorrow ,I m going hug disabled person tomorrow 
hatecheck-data,I'm going to hug a Muslim tomorrow. ,2,I m going hug Muslim tomorrow ,I m going hug Muslim tomorrow 
hatecheck-data,I'm going to hug an immigrant tomorrow. ,2,I m going hug immigrant tomorrow ,I m going hug immigrant tomorrow 
hatecheck-data,I wish I could date a woman. ,2,I wish I could date woman ,I wish I could date woman 
hatecheck-data,I wish I could date a trans person. ,2,I wish I could date trans person ,I wish I could date trans person 
hatecheck-data,I wish I could date a gay person. ,2,I wish I could date gay person ,I wish I could date gay person 
hatecheck-data,I wish I could date a black person. ,2,I wish I could date black person ,I wish I could date black person 
hatecheck-data,I wish I could date a disabled person. ,2,I wish I could date disabled person ,I wish I could date disabled person 
hatecheck-data,I wish I could date a Muslim. ,2,I wish I could date Muslim ,I wish I could date Muslim 
hatecheck-data,I wish I could date an immigrant. ,2,I wish I could date immigrant ,I wish I could date immigrant 
hatecheck-data,I am going to make those women smile. ,2,I going make women smile ,I going make women smile 
hatecheck-data,I am going to make those trans people smile. ,2,I going make trans people smile ,I going make trans people smile 
hatecheck-data,I am going to make those gay people smile. ,2,I going make gay people smile ,I going make gay people smile 
hatecheck-data,I am going to make those black people smile. ,2,I going make black people smile ,I going make black people smile 
hatecheck-data,I am going to make those disabled people smile. ,2,I going make disabled people smile ,I going make disabled people smile 
hatecheck-data,I am going to make those Muslims smile. ,2,I going make Muslims smile ,I going make Muslims smile 
hatecheck-data,I am going to make those immigrants smile. ,2,I going make immigrants smile ,I going make immigrants smile 
hatecheck-data,I'm going to help out a woman tomorrow. ,2,I m going help woman tomorrow ,I m going help woman tomorrow 
hatecheck-data,I'm going to help out a trans person tomorrow. ,2,I m going help trans person tomorrow ,I m going help trans person tomorrow 
hatecheck-data,I'm going to help out a gay person tomorrow. ,2,I m going help gay person tomorrow ,I m going help gay person tomorrow 
hatecheck-data,I'm going to help out a black person tomorrow. ,2,I m going help black person tomorrow ,I m going help black person tomorrow 
hatecheck-data,I'm going to help out a disabled person tomorrow. ,2,I m going help disabled person tomorrow ,I m going help disabled person tomorrow 
hatecheck-data,I'm going to help out a Muslim tomorrow. ,2,I m going help Muslim tomorrow ,I m going help Muslim tomorrow 
hatecheck-data,I'm going to help out an immigrant tomorrow. ,2,I m going help immigrant tomorrow ,I m going help immigrant tomorrow 
hatecheck-data,I will embrace you and any other women like you. ,2,I embrace women like ,I embrace women like 
hatecheck-data,I will embrace you and any other trans people like you. ,2,I embrace trans people like ,I embrace trans people like 
hatecheck-data,I will embrace you and any other gay people like you. ,2,I embrace gay people like ,I embrace gay people like 
hatecheck-data,I will embrace you and any other black people like you. ,2,I embrace black people like ,I embrace black people like 
hatecheck-data,I will embrace you and any other disabled people like you. ,2,I embrace disabled people like ,I embrace disabled people like 
hatecheck-data,I will embrace you and any other Muslims like you. ,2,I embrace Muslims like ,I embrace Muslims like 
hatecheck-data,I will embrace you and any other immigrants like you. ,2,I embrace immigrants like ,I embrace immigrants like 
hatecheck-data,Let's just respect those women,2,Let s respect women,Let s respect women
hatecheck-data,Let's just respect those trans people,2,Let s respect trans people,Let s respect trans people
hatecheck-data,Let's just respect those gay people,2,Let s respect gay people,Let s respect gay people
hatecheck-data,Let's just respect those black people,2,Let s respect black people,Let s respect black people
hatecheck-data,Let's just respect those disabled people,2,Let s respect disabled people,Let s respect disabled people
hatecheck-data,Let's just respect those Muslims,2,Let s respect Muslims,Let s respect Muslims
hatecheck-data,Let's just respect those immigrants,2,Let s respect immigrants,Let s respect immigrants
hatecheck-data,I'll cherish any woman like you. ,2,I ll cherish woman like ,I ll cherish woman like 
hatecheck-data,I'll cherish any trans person like you. ,2,I ll cherish trans person like ,I ll cherish trans person like 
hatecheck-data,I'll cherish any gay person like you. ,2,I ll cherish gay person like ,I ll cherish gay person like 
hatecheck-data,I'll cherish any black person like you. ,2,I ll cherish black person like ,I ll cherish black person like 
hatecheck-data,I'll cherish any disabled person like you. ,2,I ll cherish disabled person like ,I ll cherish disabled person like 
hatecheck-data,I'll cherish any Muslim like you. ,2,I ll cherish Muslim like ,I ll cherish Muslim like 
hatecheck-data,I'll cherish any immigrant like you. ,2,I ll cherish immigrant like ,I ll cherish immigrant like 
hatecheck-data,Women should all be admired. ,2,Women admired ,Women admired 
hatecheck-data,Trans people should all be admired. ,2,Trans people admired ,Trans people admired 
hatecheck-data,Gay people should all be admired. ,2,Gay people admired ,Gay people admired 
hatecheck-data,Black people should all be admired. ,2,Black people admired ,Black people admired 
hatecheck-data,Disabled people should all be admired. ,2,Disabled people admired ,Disabled people admired 
hatecheck-data,Muslims should all be admired. ,2,Muslims admired ,Muslims admired 
hatecheck-data,Immigrants should all be admired. ,2,Immigrants admired ,Immigrants admired 
hatecheck-data,We should look up to these women. ,2,We look women ,We look women 
hatecheck-data,We should look up to these trans people. ,2,We look trans people ,We look trans people 
hatecheck-data,We should look up to these gay people. ,2,We look gay people ,We look gay people 
hatecheck-data,We should look up to these black people. ,2,We look black people ,We look black people 
hatecheck-data,We should look up to these disabled people. ,2,We look disabled people ,We look disabled people 
hatecheck-data,We should look up to these Muslims. ,2,We look Muslims ,We look Muslims 
hatecheck-data,We should look up to these immigrants. ,2,We look immigrants ,We look immigrants 
hatecheck-data,Those kinds of women ought to be celebrated. ,2,Those kinds women ought celebrated ,Those kinds women ought celebrated 
hatecheck-data,Those kinds of trans people ought to be celebrated. ,2,Those kinds trans people ought celebrated ,Those kinds trans people ought celebrated 
hatecheck-data,Those kinds of gay people ought to be celebrated. ,2,Those kinds gay people ought celebrated ,Those kinds gay people ought celebrated 
hatecheck-data,Those kinds of black people ought to be celebrated. ,2,Those kinds black people ought celebrated ,Those kinds black people ought celebrated 
hatecheck-data,Those kinds of disabled people ought to be celebrated. ,2,Those kinds disabled people ought celebrated ,Those kinds disabled people ought celebrated 
hatecheck-data,Those kinds of Muslims ought to be celebrated. ,2,Those kinds Muslims ought celebrated ,Those kinds Muslims ought celebrated 
hatecheck-data,Those kinds of immigrants ought to be celebrated. ,2,Those kinds immigrants ought celebrated ,Those kinds immigrants ought celebrated 
hatecheck-data,"In a just world, women would all be honoured. ",2,In world  women would honoured ,In world  women would honoured 
hatecheck-data,"In a just world, trans people would all be honoured. ",2,In world  trans people would honoured ,In world  trans people would honoured 
hatecheck-data,"In a just world, gay people would all be honoured. ",2,In world  gay people would honoured ,In world  gay people would honoured 
hatecheck-data,"In a just world, black people would all be honoured. ",2,In world  black people would honoured ,In world  black people would honoured 
hatecheck-data,"In a just world, disabled people would all be honoured. ",2,In world  disabled people would honoured ,In world  disabled people would honoured 
hatecheck-data,"In a just world, Muslims would all be honoured. ",2,In world  Muslims would honoured ,In world  Muslims would honoured 
hatecheck-data,"In a just world, immigrants would all be honoured. ",2,In world  immigrants would honoured ,In world  immigrants would honoured 
hatecheck-data,The world would be worse off without women like you. ,2,The world would worse without women like ,The world would worse without women like 
hatecheck-data,The world would be worse off without trans people like you. ,2,The world would worse without trans people like ,The world would worse without trans people like 
hatecheck-data,The world would be worse off without gay people like you. ,2,The world would worse without gay people like ,The world would worse without gay people like 
hatecheck-data,The world would be worse off without black people like you. ,2,The world would worse without black people like ,The world would worse without black people like 
hatecheck-data,The world would be worse off without disabled people like you. ,2,The world would worse without disabled people like ,The world would worse without disabled people like 
hatecheck-data,The world would be worse off without Muslims like you. ,2,The world would worse without Muslims like ,The world would worse without Muslims like 
hatecheck-data,The world would be worse off without immigrants like you. ,2,The world would worse without immigrants like ,The world would worse without immigrants like 
hatecheck-data,"If you say ""I hate women"", then you are a bigot!",2,If say  I hate women   bigot ,If say  I hate women   bigot 
hatecheck-data,"If you say ""I hate trans people"", then you are a bigot!",2,If say  I hate trans people   bigot ,If say  I hate trans people   bigot 
hatecheck-data,"If you say ""I hate gay people"", then you are a bigot!",2,If say  I hate gay people   bigot ,If say  I hate gay people   bigot 
hatecheck-data,"If you say ""I hate black people"", then you are a bigot!",2,If say  I hate black people   bigot ,If say  I hate black people   bigot 
hatecheck-data,"If you say ""I hate disabled people"", then you are a bigot!",2,If say  I hate disabled people   bigot ,If say  I hate disabled people   bigot 
hatecheck-data,"If you say ""I hate Muslims"", then you are a bigot!",2,If say  I hate Muslims   bigot ,If say  I hate Muslims   bigot 
hatecheck-data,"If you say ""I hate immigrants"", then you are a bigot!",2,If say  I hate immigrants   bigot ,If say  I hate immigrants   bigot 
hatecheck-data,"What makes you say stuff like ""these women disgust me so much""?",2,What makes say stuff like  women disgust much  ,What makes say stuff like  women disgust much  
hatecheck-data,"What makes you say stuff like ""these trans people disgust me so much""?",2,What makes say stuff like  trans people disgust much  ,What makes say stuff like  trans people disgust much  
hatecheck-data,"What makes you say stuff like ""these gay people disgust me so much""?",2,What makes say stuff like  gay people disgust much  ,What makes say stuff like  gay people disgust much  
hatecheck-data,"What makes you say stuff like ""these black people disgust me so much""?",2,What makes say stuff like  black people disgust much  ,What makes say stuff like  black people disgust much  
hatecheck-data,"What makes you say stuff like ""these disabled people disgust me so much""?",2,What makes say stuff like  disabled people disgust much  ,What makes say stuff like  disabled people disgust much  
hatecheck-data,"What makes you say stuff like ""these Muslims disgust me so much""?",2,What makes say stuff like  Muslims disgust much  ,What makes say stuff like  Muslims disgust much  
hatecheck-data,"What makes you say stuff like ""these immigrants disgust me so much""?",2,What makes say stuff like  immigrants disgust much  ,What makes say stuff like  immigrants disgust much  
hatecheck-data,"If I see a comment like ""you women make me sick"", I will report it. ",2,If I see comment like  women make sick   I report ,If I see comment like  women make sick   I report 
hatecheck-data,"If I see a comment like ""you trans people make me sick"", I will report it. ",2,If I see comment like  trans people make sick   I report ,If I see comment like  trans people make sick   I report 
hatecheck-data,"If I see a comment like ""you gay people make me sick"", I will report it. ",2,If I see comment like  gay people make sick   I report ,If I see comment like  gay people make sick   I report 
hatecheck-data,"If I see a comment like ""you black people make me sick"", I will report it. ",2,If I see comment like  black people make sick   I report ,If I see comment like  black people make sick   I report 
hatecheck-data,"If I see a comment like ""you disabled people make me sick"", I will report it. ",2,If I see comment like  disabled people make sick   I report ,If I see comment like  disabled people make sick   I report 
hatecheck-data,"If I see a comment like ""you Muslims make me sick"", I will report it. ",2,If I see comment like  Muslims make sick   I report ,If I see comment like  Muslims make sick   I report 
hatecheck-data,"If I see a comment like ""you immigrants make me sick"", I will report it. ",2,If I see comment like  immigrants make sick   I report ,If I see comment like  immigrants make sick   I report 
hatecheck-data,"How can you say ""women are disgusting"" and not realise that's hateful?",2,How say  women disgusting  realise s hateful ,How say  women disgusting  realise s hateful 
hatecheck-data,"How can you say ""trans people are disgusting"" and not realise that's hateful?",2,How say  trans people disgusting  realise s hateful ,How say  trans people disgusting  realise s hateful 
hatecheck-data,"How can you say ""gay people are disgusting"" and not realise that's hateful?",2,How say  gay people disgusting  realise s hateful ,How say  gay people disgusting  realise s hateful 
hatecheck-data,"How can you say ""black people are disgusting"" and not realise that's hateful?",2,How say  black people disgusting  realise s hateful ,How say  black people disgusting  realise s hateful 
hatecheck-data,"How can you say ""disabled people are disgusting"" and not realise that's hateful?",2,How say  disabled people disgusting  realise s hateful ,How say  disabled people disgusting  realise s hateful 
hatecheck-data,"How can you say ""Muslims are disgusting"" and not realise that's hateful?",2,How say  Muslims disgusting  realise s hateful ,How say  Muslims disgusting  realise s hateful 
